total_time_seconds,expression,mse,old_mse,evaluations,dataset,fold,num_observations,num_features,population_size,operator_set,template_depth,iteration,seed
3600.025508556515,'((-0.631129682064) + (2449.528320312500 * ((exp(sin((0.408959060907 * x5))) - ((-0.108693167567) * x5)) / (((4.420778274536 * x4) - (((((0.511642575264 * x4) - (1.414213538170 / cos(((0.899757206440 * x6) + 0.588311076164)))) ^ 2) - (((1.839238882065 * x2) - ((-0.581888675690) * x0)) - cos((2.286771297455 * x5)))) - (2.735132217407 * x5))) - ((-0.184435904026) * x3)))))',6.6143202350612045,6.614320278167725,165269205,9,4,384,7,256,paper,4,0,3687649985
3600.0191153511405,'(5.094441413879 + (0.310509115458 * (((((0.318309873343 * x5) ^ 2) - (6.397968769073 * x1)) + (((0.907786130905 * x6) / (0.026735870168 - cos((0.509583175182 * x1)))) + (8.722014427185 * x6))) * (((0.026735870168 ^ sin((0.689901351929 * x5))) + (2.900276899338 * x5)) / ((0.564730107784 * x3) + ((2.025383949280 * x0) + (4.193502426147 * x2)))))))',6.455658359527239,6.455657958984375,89089922,9,23,384,7,256,paper,4,0,3356806661
3600.0090079158545,'(2.788987159729 + ((-303.669921875000) * ((exp(exp(sqrt(sqrt(exp(((sin(((-3.077539443970) * x5)) ^ 2) ^ (3.635926723480 * x6))))))) - (1.499310851097 * x5)) / ((3.986829757690 * x2) + (0.324506223202 * x3)))))',7.37243383505557,7.3724188804626465,143617708,9,18,384,7,256,paper,4,0,1934392872
3600.0083643719554,'(3.570238351822 + (49.188396453857 * ((((0.162781685591 * x5) - sin(((-0.264860749245) * x4))) / ((((-0.843536436558) * x2) - (0.513581991196 * x0)) - ((exp(sqrt(sqrt(((0.318309873343 * x1) ^ ((-0.450160175562) * x2))))) - ((cos((5.181781291962 * x5)) ^ 2) - sqrt((0.067360289395 * x3)))) ^ 2))) * (cos(((-0.507775485516) * x5)) - (0.162781685591 * x5)))))',5.8467861151726455,5.8467841148376465,93230403,9,21,384,7,256,paper,4,0,784044718
3600.007855605334,'(4.970870018005 + (1.510409235954 * (((1.050949931145 * x5) / ((6.751690387726 * x3) / ((0.693147182465 * x5) ^ 2))) - (((((((0.645294725895 * ((-0.028504153714) * x4)) / ((0.991297841072 * x6) + ((-0.350237339735) * x1))) - (0.629898428917 / ((-0.028504153714) * x4))) - sqrt(log((0.633770942688 * x0)))) ^ 2) * sin(((-0.565603673458) * x5))) + ((((-0.390721142292) * x6) * sin((1.360563278198 * x5))) - sin(((-2.561091661453) * x1)))))))',6.206672669625888,6.206671237945557,97379349,9,3,384,7,128,paper,6,0,1859786275
3600.008205190301,'((-1.822279810905) + ((-3805.505126953125) * (exp((0.036877896637 * x5)) / (((((-0.537919580936) * x3) - (6.126081466675 * x2)) + ((((-3.201746702194) * x5) - ((-0.246637478471) * x3)) ^ sin((((-0.700057268143) * x5) ^ 2)))) - (((log(((0.438279986382 * x6) ^ (2.473274469376 * x4))) / (0.036877896637 * x5)) ^ 2) - ((-5.793542861938) * x5))))))',6.342704372514379,6.342799663543701,114494389,9,14,384,7,256,paper,4,0,3376120482
3600.0113093666732,'(10.105362892151 + (0.000166435289 * (((cos((0.053762611002 * x4)) ^ ((-0.005165502429) * x5)) * ((((3.141592741013 * x3) * (sin(((-0.654501318932) * x5)) + (0.047229409218 * x2))) ^ (-0.214852407575)) * ((((cos((0.043542221189 * x2)) + (0.093751169741 * x5)) ^ 2) + ((-2.365308284760) * x5)) + ((-4.867957592010) * x6)))) * ((((0.093751169741 * x3) + ((-8.604785919189) * x5)) + (7.796937465668 * x4)) * (sin(((-8.468194007874) * x5)) - ((-0.218096405268) * x5))))))',6.587350237643805,6.587352275848389,55077280,9,12,384,7,128,paper,6,0,3269070126
3600.0119676738977,'(842.846313476562 + ((-837.935607910156) * ((0.027882965282 * x5) ^ (((cos((0.549378514290 * x5)) - ((-0.139888808131) * x5)) + cos((((-2.592316389084) * x1) / ((-0.039501216263) * x6)))) / (((-1.005382895470) * x2) - (0.099221430719 * x3))))))',6.860227675012896,6.860227108001709,122322534,9,20,384,7,256,paper,4,0,1592565386
3600.0102880634367,'(1.595551967621 + (657.547729492188 * (((cos(((-0.467120647430) * x5)) - ((exp(cos(((-0.091759018600) * x5))) ^ 2) / exp(((((-0.076462194324) * x2) * ((-0.076462194324) * x2)) / (0.172397136688 * x0))))) + (0.161134898663 * x5)) / ((0.067807167768 * x3) + (((1.710220336914 * x2) + cos(((-3.648657321930) * x4))) + ((((-2.800402402878) * x6) + ((-0.284313052893) * x4)) * sin((4.101355552673 * x5))))))))',6.460121220767211,6.460122585296631,121547965,9,4,384,7,128,paper,4,0,3687649985
3600.0072616823018,'(11.766356468201 + ((-0.014263359830) * ((((-34.222400665283) * x2) + ((6.023281097412 * x3) - ((0.653720557690 * x5) ^ 2.617647171021))) / ((sqrt(((0.583709359169 * x2) + (0.777250409126 * x0))) - (exp((cos((((1.987430810928 * x1) / (1.075320124626 * x5)) * (0.653720557690 * x5))) - sin((2.110610008240 * x5)))) + sin(((-0.607882201672) * x5)))) - ((-0.067452087998) * x2)))))',6.536352717668621,6.536351680755615,92198440,9,21,384,7,128,paper,4,0,784044718
3600.0109827667475,'((-6.122389316559) + ((-2.085826396942) * (((((-0.312996238470) * x5) / ((0.142227724195 * x2) ^ (((-2.983857393265) * x5) / (0.419008284807 * x3)))) + ((((11.230024337769 * x3) ^ ((0.346156179905 * x1) ^ ((-0.907316505909) * x0))) + sin(((-0.315056860447) * x5))) ^ 2)) / log(((0.151677727699 * x2) - cos(((-2.281586885452) * x5)))))))',6.637403294890892,6.637401580810547,64507482,9,14,384,7,128,paper,4,0,3376120482
