total_time_seconds,expression,mse,old_mse,evaluations,dataset,fold,num_observations,num_features,population_size,operator_set,template_depth,iteration,seed,mse_val,var_y_val
3600.13373208046,'((-0.000025659596) + ((-0.936740696430) * ((((((-1.067536115646) * x6) - (1.067530870438 * x5)) + ((-0.529776155949) * x4)) + ((-0.537728667259) * x4)) * (((((-1.067532300949) * x6) - (1.067530870438 * x5)) + ((-0.529799938202) * x4)) / ((((-1.067536115646) * x6) - (1.067530870438 * x5)) + ((-0.529776155949) * x4))))))',1.3166858785939067e-09,1.963003093408133e-09,284137179,409,0,58,12,32768,paper,6,0,3324115916,2.381760733747667e-10,804.9987562500002
3600.15401750058,'((-0.000421255914) + (0.530651271343 * ((((0.050572495908 * x5) / ((0.010372348130 * x6) - (0.732186853886 * x5))) * (((-1.920214295387) * x4) - (((-1.879117965698) * x4) - (0.049734514207 * x5)))) - (((((-1.881593346596) * x4) - (0.050572495908 * x5)) + ((-1.884513974190) * x6)) - (1.837357401848 * x5)))))',7.512994050436368e-08,7.539698287928331e-08,291671943,409,3,58,12,32768,paper,6,0,1859786275,5.234985692457028e-08,281.83694400000036
3600.167911980301,'((-0.414147496223) + ((-0.407782077789) * ((((((-0.756288170815) * x6) - (1.577023386955 * x4)) + ((-0.691517412663) * x5)) - ((((-1.170307874680) * x6) - (0.781819820404 * x4)) + ((-0.758486986160) * x5))) - ((((2.519256830215 * x5) + (2.110042333603 * x6)) + ((0.003640621901 * x4) ^ (-0.005800414830))) - ((((-0.756270110607) * x6) - (0.950086951256 * x4)) - (0.707106769085 * x4))))))',3.760662496950485e-08,3.8637843147171225e-08,211780678,409,2,58,12,32768,paper,6,0,1884968544,3.5611637837191736e-08,892.0376890000002
3600.1695735529065,'(0.837714493275 + ((-0.837603390217) * (((((0.141146019101 * x5) + ((-0.736745893955) * x5)) + ((-0.736740767956) * x5)) + ((-0.590780258179) * x4)) + (sin(sqrt(exp((sin(exp((cos(log((2.533879756927 - ((-0.457020789385) * x4)))) / ((-0.457020789385) * x4)))) * 1.012182354927)))) + (((0.138458013535 * x5) + ((-1.193882465363) * x6)) + ((-0.603094637394) * x4))))))',4.4422689938804674e-10,1.252468240231508e-09,323810808,409,1,58,12,32768,paper,6,0,2811363264,7.38253275532977e-11,1220.0001122499998
3600.1749868653715,'(0.007341699675 + ((-0.594490230083) * (((((-0.786451041698) * x5) - (0.464773148298 * ((-0.309003442526) * x6))) + (0.023463308811 * x6)) + (log(sin((((1.557746052742 * x6) - ((-1.792639017105) * x4)) ^ (((0.023463308811 * x6) / ((-1.927775025368) * x6)) / (-0.129833847284))))) + ((((-1.681984663010) * x4) + ((-1.849081277847) * x6)) + ((-0.895659863949) * x5))))))',2.493727622569823e-08,2.3612239274939384e-08,219756423,409,4,58,12,32768,paper,6,0,3687649985,1.7219574518871556e-08,40.17024400000028
3600.170699842274,'((-0.010693061166) + (1.594452381134 * (((0.628332495689 * x6) + (((-0.005816616584) * x5) + ((0.632965743542 * x5) + (0.623810529709 * x4)))) - ((((0.490634799004 * x6) + ((-0.002639942337) * x7)) - (((-0.023072119802) * x2) + (sin((sin((0.139046683908 * x4)) + (log((0.131066292524 * x4)) ^ 2))) - ((-1.583218574524) * x4)))) / (((14.262151718140 * x1) + ((4.503475666046 * x5) / (0.131066292524 * x4))) + ((14.963120460510 * x1) + (2.180770874023 * x3)))))))',4.5020714327130507e-05,4.495049506658688e-05,208357245,409,5,58,12,32768,paper,6,0,369133708,0.002901342276824499,13939.344224999999
3600.174888409674,'(0.049052875489 + (1.013239145279 * (((((0.498074591160 * x6) - (0.875494718552 / (0.498074591160 * x6))) - ((-0.986815869808) * x4)) + (exp(((-0.262004405260) * x4)) + ((0.489047557116 * x6) - ((-0.986815869808) * x5)))) - ((((0.678067147732 * x5) + (0.708234727383 * x6)) - ((0.693147182465 * x5) + (0.657937049866 * x6))) / (((0.332968354225 * x6) - ((-0.397773772478) * x4)) - ((18.220474243164 * x6) / ((-0.313141852617) * x6)))))))',5.894649334336636e-07,5.76930233364692e-07,213143614,409,7,58,12,32768,paper,6,0,865305066,8.049693526239737e-07,2804.81456025
3600.1879745572805,'((-0.000379532314) + ((-0.365357786417) * (((((-0.002083152533) * ((-1.195121645927) * x5)) / (((-1.277548909187) * x4) + ((-1.849846839905) * x6))) + ((((-1.070240020752) * x5) + ((-1.368471860886) * x4)) + (((-1.070621848106) * x5) + ((-1.368577361107) * x4)))) + (((((-1.070240020752) * x5) + ((-1.368577361107) * x6)) + (((-1.070240020752) * x5) + ((-1.368471860886) * x6))) - ((0.403829604387 * ((-1.916349411011) * x5)) + (0.403829604387 * ((-1.907807350159) * x5)))))))',1.2317263760799361e-09,1.376912250883322e-09,211176875,409,11,58,12,32768,paper,6,0,3160032368,3.034499852552956e-10,165.920161
3600.186852846294,'((-1.069980382919) + (0.000340904255 * (((47.601497650146 + (-2.195108413696)) ^ 2) * (((6.691320896149 + (1.422070980072 * x6)) - (((-1.422766566277) * x5) - (-2.779136896133))) - ((((-1.422766566277) * x4) - (-2.389835834503)) - ((1.422070980072 * x6) / ((47.601497650146 + (-2.389835834503)) ^ 2)))))))',8.082642026535691e-10,3.9340350421746e-10,249336651,409,10,58,12,32768,paper,6,0,4190266092,6.211208292874094e-10,6.940590250000015
3600.1990850903094,'((-0.707942008972) + (0.676545858383 * (((log((1.448267459869 * x4)) / sqrt((0.777918279171 * x4))) - ((((-0.637907028198) * x5) - (0.674711763859 * x6)) - ((0.128757551312 * x6) - ((-0.202284619212) * x5)))) + ((log((0.076965332031 * x4)) / sqrt((0.573238968849 * x4))) - ((((-0.637890636921) * x5) - (0.674641907215 * x6)) - (1.480237245560 * x4))))))',5.525095249535492e-06,5.511872132046847e-06,242111541,409,9,58,12,32768,paper,6,0,2261209995,1.1149045865128557e-07,417.7527209999997
