generation,total_time_seconds,evaluations,mse_train,r2_train,mse_test,r2_test,size,structure,problem,run,version
0,1.14708,128,0.0283807,-0.877541,0.0282407,-0.844629,11,sqrt((x2/((exp(x6)+x3)+sqrt(log(x7))))),feynman_I_9_18,13,GP-GOMEA (original)
1,64.0907,5524,0.00953896,0.368945,0.00963393,0.37073,34,((exp(sin(sin(x0)))+sin(cos(exp(cos(x2)))))/((sqrt(sqrt(x3))+(cos(sin(x2))+log((x5*x3))))/(sqrt((x4+x0))/(sqrt(sin(x2))*x7)))),feynman_I_9_18,13,GP-GOMEA (original)
2,122.718,11289,0.00536263,0.645233,0.0054537,0.643774,28,sqrt((((((x0*x0)*(x4*x4))+log(log(x1)))/((x8+(-7.097000/x1))*((x4+x5)*(x7+x8))))*x2)),feynman_I_9_18,13,GP-GOMEA (original)
3,186.138,17476,0.00321932,0.787024,0.00325605,0.787321,43,((sqrt(sqrt((exp(x8)*(x3*x8))))+sqrt((exp((-4.879000/x8))+x0)))/((exp(((x3-x4)/x2))*(sqrt(x7)/log((x1*x0))))-(x4*(sin(log(x6))+(cos(x3)-sqrt(x8)))))),feynman_I_9_18,13,GP-GOMEA (original)
4,256.387,24273,0.00321932,0.787024,0.00325605,0.787321,43,((sqrt(sqrt((exp(x8)*(x3*x8))))+sqrt((exp((-4.879000/x8))+x0)))/((exp(((x3-x4)/x2))*(sqrt(x7)/log((x1*x0))))-(x4*(sin(log(x6))+(cos(x3)-sqrt(x8)))))),feynman_I_9_18,13,GP-GOMEA (original)
5,329.303,31507,0.0030091,0.800931,0.00304365,0.801195,46,((sqrt(sqrt((exp(x8)*(x3*x8))))+sqrt((exp((-4.879000/x8))+(sin(x8)*x8))))/((exp(((x3-x4)/x2))*(sqrt(x7)/log((x1*x0))))-(x4*(sin(log(x6))+(cos(x3)-sin(x8)))))),feynman_I_9_18,13,GP-GOMEA (original)
6,410.105,39219,0.00287927,0.809521,0.0028869,0.811433,47,((sqrt(sqrt((exp(x8)*(x3*x8))))+sqrt((exp((-4.879000/x0))+(sin(x8)*x8))))/((exp(((x3-x4)/x2))*(sqrt(x7)/log((x1*x0))))-(x4*(sin((x6+4.881000))+(cos(x3)-sin(x8)))))),feynman_I_9_18,13,GP-GOMEA (original)
7,496.533,47126,0.00282655,0.813008,0.00283518,0.814811,47,((sqrt(sqrt((exp(x8)*(x3*x8))))+sqrt((exp((-4.879000/x3))+(sin(x8)*x8))))/((exp(((x3-x4)/x2))*(sqrt(x7)/log((x1*x0))))-(x4*(sin((x6+4.881000))+(cos(x3)-sin(x8)))))),feynman_I_9_18,13,GP-GOMEA (original)
8,579.345,54626,0.0026232,0.826461,0.00262456,0.828569,47,((sqrt(sqrt((exp(x8)*(x3*x6))))+sqrt((exp((-4.879000+x3))+(sin(x8)*x8))))/((exp(((x3-x4)/x2))*(sqrt(x7)/log((x1*x0))))-(x4*(sin((x6+4.881000))+(cos(x3)-sin(x1)))))),feynman_I_9_18,13,GP-GOMEA (original)
9,669.21,62731,0.0026232,0.826461,0.00262456,0.828569,47,((sqrt(sqrt((exp(x8)*(x3*x6))))+sqrt((exp((-4.879000+x3))+(sin(x8)*x8))))/((exp(((x3-x4)/x2))*(sqrt(x7)/log((x1*x0))))-(x4*(sin((x6+4.881000))+(cos(x3)-sin(x1)))))),feynman_I_9_18,13,GP-GOMEA (original)
9,764.604,71431,0.0151208,-0.000325254,0.0153262,-0.00107869,1,0.283000,feynman_I_9_18,13,GP-GOMEA (original)
10,875.553,81756,0.0151208,-0.000325254,0.0153262,-0.00107869,1,0.283000,feynman_I_9_18,13,GP-GOMEA (original)
11,965.22,89656,0.0151208,-0.000325254,0.0153262,-0.00107869,1,0.283000,feynman_I_9_18,13,GP-GOMEA (original)
12,1059.97,97954,0.0151208,-0.000325254,0.0153262,-0.00107869,1,0.283000,feynman_I_9_18,13,GP-GOMEA (original)
13,1162.2,106698,0.0151208,-0.000325254,0.0153262,-0.00107869,1,0.283000,feynman_I_9_18,13,GP-GOMEA (original)
14,1268.41,115694,0.0151208,-0.000325254,0.0153262,-0.00107869,1,0.283000,feynman_I_9_18,13,GP-GOMEA (original)
15,1373.26,124502,0.00220902,0.853861,0.00222727,0.854519,49,((sqrt(sqrt((exp(x8)*(x3*x6))))+((exp((-4.879000+x3))+(sin(x6)*x8))+sin(x7)))/((exp(((x3-x4)/x2))*(sqrt(x7)/log((x1*x0))))-(x4*(sin((x6+4.881000))+(cos(x3)-sin(x1)))))),feynman_I_9_18,13,GP-GOMEA (original)
16,1482.04,133364,0.00219064,0.855077,0.00221802,0.855123,49,((sqrt(sqrt((exp(x8)*(x3*x6))))+((exp((-4.879000/x3))+(sin(x6)*x8))+sin(x7)))/((exp(((x3-x4)/x2))*(sqrt(x7)/log((x1*x0))))-(x4*(sin((x6+4.881000))+(cos(x3)-sin(x1)))))),feynman_I_9_18,13,GP-GOMEA (original)
17,1591.1,142019,0.00172197,0.886082,0.001832,0.880337,35,((((((x1*x0)*x8)*((x1/x7)+sqrt(x4)))/(sqrt(x8)*((0.888000+x5)*(x7+x1))))*x2)*cos((log(log(x3))/cos(sqrt(log(x5)))))),feynman_I_9_18,13,GP-GOMEA (original)
18,1693.02,150414,0.00147091,0.902691,0.0015151,0.901037,35,((((((x1*x0)*x8)*((x6/x7)+sqrt(x4)))/(sqrt(x8)*((0.888000+x5)*(x7+x1))))*x2)*cos((log(log(x3))/cos(sqrt(log(x5)))))),feynman_I_9_18,13,GP-GOMEA (original)
19,1792.82,158807,0.00124404,0.9177,0.00126755,0.917206,35,((((((x1*x0)*x8)*((x6/x7)+sqrt(x4)))/(sqrt(x8)*((0.888000+x5)*(x7+x1))))*x2)*cos((log(log(x3))/cos(sin(log(x5)))))),feynman_I_9_18,13,GP-GOMEA (original)
19,1889.05,166979,0.00123865,0.918057,0.00123419,0.919385,35,((((((x1*x0)*x8)*((x6/x7)+sqrt(x4)))/(sqrt(x8)*((0.888000+x5)*(x7+x1))))*x2)*sqrt((cos(log(x3))+cos(sin(log(x7)))))),feynman_I_9_18,13,GP-GOMEA (original)
20,1992.69,177832,0.00123865,0.918057,0.00123419,0.919385,35,((((((x1*x0)*x8)*((x6/x7)+sqrt(x4)))/(sqrt(x8)*((0.888000+x5)*(x7+x1))))*x2)*sqrt((cos(log(x3))+cos(sin(log(x7)))))),feynman_I_9_18,13,GP-GOMEA (original)
21,2090.22,185967,0.00123865,0.918057,0.00123419,0.919385,35,((((((x1*x0)*x8)*((x6/x7)+sqrt(x4)))/(sqrt(x8)*((0.888000+x5)*(x7+x1))))*x2)*sqrt((cos(log(x3))+cos(sin(log(x7)))))),feynman_I_9_18,13,GP-GOMEA (original)
22,2187.85,194017,0.00105001,0.930536,0.00106647,0.93034,44,((((((x1*x0)*x8)*((x6/x7)+sqrt(x4)))/(sqrt(x8)*((0.888000+x5)*(x7+x1))))*x2)*((cos(log(x3))+cos(sin(log(x7))))*exp((sqrt(sqrt(x2))*log((x1/x3)))))),feynman_I_9_18,13,GP-GOMEA (original)
23,2283.47,201803,0.000992096,0.934367,0.00100988,0.934037,45,((((((x1*x0)*x8)*((x6/x7)+sqrt(x4)))/(sqrt(x8)*((0.888000+x5)*(x7+x1))))*x2)*((cos(log(x3))+cos(sin(log(x5))))*exp((sqrt((x5+x1))*log((x1/x3)))))),feynman_I_9_18,13,GP-GOMEA (original)
24,2378.01,209320,0.000992096,0.934367,0.00100988,0.934037,45,((((((x1*x0)*x8)*((x6/x7)+sqrt(x4)))/(sqrt(x8)*((0.888000+x5)*(x7+x1))))*x2)*((cos(log(x3))+cos(sin(log(x5))))*exp((sqrt((x5+x1))*log((x1/x3)))))),feynman_I_9_18,13,GP-GOMEA (original)
25,2478.04,217288,0.000831778,0.944973,0.000853011,0.944283,42,((((((x1*x0)*x8)*((x6/x7)+sqrt(x4)))/(sqrt(x8)*((0.888000+x5)*(x7+x1))))*x2)*sqrt((cos(log(x3))+(sin(log(x7))/((1.474000+x3)/(x1+x4)))))),feynman_I_9_18,13,GP-GOMEA (original)
26,2579.36,225137,0.000739181,0.951099,0.000760823,0.950304,41,((((((x1*x0)*x8)*((x6/x7)+sqrt(x4)))/(sqrt(x8)*((0.888000+x5)*(x7+x1))))*x2)*sqrt((cos(log(x3))+(sin(x0)/((1.474000*x3)/(x1+x4)))))),feynman_I_9_18,13,GP-GOMEA (original)
27,2685.27,233261,0.000739181,0.951099,0.000760823,0.950304,41,((((((x1*x0)*x8)*((x6/x7)+sqrt(x4)))/(sqrt(x8)*((0.888000+x5)*(x7+x1))))*x2)*sqrt((cos(log(x3))+(sin(x0)/((1.474000*x3)/(x1+x4)))))),feynman_I_9_18,13,GP-GOMEA (original)
28,2784.82,240917,0.000739181,0.951099,0.000760823,0.950304,41,((((((x1*x0)*x8)*((x6/x7)+sqrt(x4)))/(sqrt(x8)*((0.888000+x5)*(x7+x1))))*x2)*sqrt((cos(log(x3))+(sin(x0)/((1.474000*x3)/(x1+x4)))))),feynman_I_9_18,13,GP-GOMEA (original)
29,2886.0,248613,0.000739181,0.951099,0.000760823,0.950304,41,((((((x1*x0)*x8)*((x6/x7)+sqrt(x4)))/(sqrt(x8)*((0.888000+x5)*(x7+x1))))*x2)*sqrt((cos(log(x3))+(sin(x0)/((1.474000*x3)/(x1+x4)))))),feynman_I_9_18,13,GP-GOMEA (original)
29,2985.72,256303,0.000739181,0.951099,0.000760823,0.950304,41,((((((x1*x0)*x8)*((x6/x7)+sqrt(x4)))/(sqrt(x8)*((0.888000+x5)*(x7+x1))))*x2)*sqrt((cos(log(x3))+(sin(x0)/((1.474000*x3)/(x1+x4)))))),feynman_I_9_18,13,GP-GOMEA (original)
30,3089.39,266600,0.000739181,0.951099,0.000760823,0.950304,41,((((((x1*x0)*x8)*((x6/x7)+sqrt(x4)))/(sqrt(x8)*((0.888000+x5)*(x7+x1))))*x2)*sqrt((cos(log(x3))+(sin(x0)/((1.474000*x3)/(x1+x4)))))),feynman_I_9_18,13,GP-GOMEA (original)
31,3191.48,274444,0.000739181,0.951099,0.000760823,0.950304,41,((((((x1*x0)*x8)*((x6/x7)+sqrt(x4)))/(sqrt(x8)*((0.888000+x5)*(x7+x1))))*x2)*sqrt((cos(log(x3))+(sin(x0)/((1.474000*x3)/(x1+x4)))))),feynman_I_9_18,13,GP-GOMEA (original)
32,3295.44,282399,0.000739181,0.951099,0.000760823,0.950304,41,((((((x1*x0)*x8)*((x6/x7)+sqrt(x4)))/(sqrt(x8)*((0.888000+x5)*(x7+x1))))*x2)*sqrt((cos(log(x3))+(sin(x0)/((1.474000*x3)/(x1+x4)))))),feynman_I_9_18,13,GP-GOMEA (original)
33,3396.75,290111,0.000739181,0.951099,0.000760823,0.950304,41,((((((x1*x0)*x8)*((x6/x7)+sqrt(x4)))/(sqrt(x8)*((0.888000+x5)*(x7+x1))))*x2)*sqrt((cos(log(x3))+(sin(x0)/((1.474000*x3)/(x1+x4)))))),feynman_I_9_18,13,GP-GOMEA (original)
34,3496.1,297665,0.000739181,0.951099,0.000760823,0.950304,41,((((((x1*x0)*x8)*((x6/x7)+sqrt(x4)))/(sqrt(x8)*((0.888000+x5)*(x7+x1))))*x2)*sqrt((cos(log(x3))+(sin(x0)/((1.474000*x3)/(x1+x4)))))),feynman_I_9_18,13,GP-GOMEA (original)
35,3597.13,305391,0.000739181,0.951099,0.000760823,0.950304,41,((((((x1*x0)*x8)*((x6/x7)+sqrt(x4)))/(sqrt(x8)*((0.888000+x5)*(x7+x1))))*x2)*sqrt((cos(log(x3))+(sin(x0)/((1.474000*x3)/(x1+x4)))))),feynman_I_9_18,13,GP-GOMEA (original)
0,1.01219,128,0.0169411,-0.120748,0.01661,-0.117278,16,sqrt(exp(((cos((x0-x7))+log(cos(x6)))-exp(exp((x8-x8)))))),feynman_I_9_18,25,GP-GOMEA (original)
1,65.2633,5869,0.00497962,0.67057,0.0047873,0.677979,28,(cos(exp(sin(sin(sqrt(x3)))))/(sqrt(exp((cos(x0)+sin(x2))))/sin((((x1*x2)*cos(x7))/(log(x5)*sqrt(x3)))))),feynman_I_9_18,25,GP-GOMEA (original)
2,119.177,11183,0.0042738,0.717265,0.00420844,0.716917,32,(cos(exp(sin(sin(sqrt(x4)))))/(sqrt(exp((cos(x0)+sin(x2))))/((((x1*x2)*cos(x7))/(log(x5)*sqrt(x3)))-log(exp(cos(x3)))))),feynman_I_9_18,25,GP-GOMEA (original)
3,177.471,16816,0.0042738,0.717265,0.00420844,0.716917,32,(cos(exp(sin(sin(sqrt(x4)))))/(sqrt(exp((cos(x0)+sin(x2))))/((((x1*x2)*cos(x7))/(log(x5)*sqrt(x3)))-log(exp(cos(x3)))))),feynman_I_9_18,25,GP-GOMEA (original)
4,233.799,22367,0.0042738,0.717265,0.00420844,0.716917,32,(cos(exp(sin(sin(sqrt(x4)))))/(sqrt(exp((cos(x0)+sin(x2))))/((((x1*x2)*cos(x7))/(log(x5)*sqrt(x3)))-log(exp(cos(x3)))))),feynman_I_9_18,25,GP-GOMEA (original)
5,294.469,28366,0.00341239,0.774252,0.00334879,0.774742,33,(cos(exp(sin(sin(sqrt(x4)))))/(sqrt(exp(exp(cos(x0))))/((((x1*x2)*cos(x7))/(log(x5)*sqrt(x3)))-log((sin(x2)/(x5/x4)))))),feynman_I_9_18,25,GP-GOMEA (original)
6,369.712,35724,0.00341239,0.774252,0.00334879,0.774742,33,(cos(exp(sin(sin(sqrt(x4)))))/(sqrt(exp(exp(cos(x0))))/((((x1*x2)*cos(x7))/(log(x5)*sqrt(x3)))-log((sin(x2)/(x5/x4)))))),feynman_I_9_18,25,GP-GOMEA (original)
7,450.169,43475,0.00341239,0.774252,0.00334879,0.774742,33,(cos(exp(sin(sin(sqrt(x4)))))/(sqrt(exp(exp(cos(x0))))/((((x1*x2)*cos(x7))/(log(x5)*sqrt(x3)))-log((sin(x2)/(x5/x4)))))),feynman_I_9_18,25,GP-GOMEA (original)
8,538.02,51524,0.00288464,0.809165,0.00266067,0.821028,27,(log(exp(((log(x2)*(x4+x6))+exp(log(x8)))))*exp((((x0-x3)-(log(x7)+x5))/exp(sqrt(sqrt(x1)))))),feynman_I_9_18,25,GP-GOMEA (original)
9,631.779,59804,0.00288464,0.809165,0.00266067,0.821028,27,(log(exp(((log(x2)*(x4+x6))+exp(log(x8)))))*exp((((x0-x3)-(log(x7)+x5))/exp(sqrt(sqrt(x1)))))),feynman_I_9_18,25,GP-GOMEA (original)
9,733.96,68597,0.0175886,-0.163582,0.0172029,-0.157166,18,cos(sqrt(((log(sin(x4))*sin((x4+x8)))+(cos(cos(5.443000))+sqrt(sin(x0)))))),feynman_I_9_18,25,GP-GOMEA (original)
10,857.109,79402,0.0175886,-0.163582,0.0172029,-0.157166,18,cos(sqrt(((log(sin(x4))*sin((x4+x8)))+(cos(cos(5.443000))+sqrt(sin(x0)))))),feynman_I_9_18,25,GP-GOMEA (original)
11,960.623,87826,0.0175886,-0.163582,0.0172029,-0.157166,18,cos(sqrt(((log(sin(x4))*sin((x4+x8)))+(cos(cos(5.443000))+sqrt(sin(x0)))))),feynman_I_9_18,25,GP-GOMEA (original)
12,1069.54,95711,0.0175886,-0.163582,0.0172029,-0.157166,18,cos(sqrt(((log(sin(x4))*sin((x4+x8)))+(cos(cos(5.443000))+sqrt(sin(x0)))))),feynman_I_9_18,25,GP-GOMEA (original)
13,1182.34,103550,0.0175886,-0.163582,0.0172029,-0.157166,18,cos(sqrt(((log(sin(x4))*sin((x4+x8)))+(cos(cos(5.443000))+sqrt(sin(x0)))))),feynman_I_9_18,25,GP-GOMEA (original)
14,1294.98,111150,0.0175886,-0.163582,0.0172029,-0.157166,18,cos(sqrt(((log(sin(x4))*sin((x4+x8)))+(cos(cos(5.443000))+sqrt(sin(x0)))))),feynman_I_9_18,25,GP-GOMEA (original)
15,1406.15,118596,0.0175886,-0.163582,0.0172029,-0.157166,18,cos(sqrt(((log(sin(x4))*sin((x4+x8)))+(cos(cos(5.443000))+sqrt(sin(x0)))))),feynman_I_9_18,25,GP-GOMEA (original)
16,1523.73,126358,0.0175886,-0.163582,0.0172029,-0.157166,18,cos(sqrt(((log(sin(x4))*sin((x4+x8)))+(cos(cos(5.443000))+sqrt(sin(x0)))))),feynman_I_9_18,25,GP-GOMEA (original)
17,1643.85,134076,0.00259896,0.828065,0.00246506,0.834186,29,exp(((sqrt(((x2+x1)-(x3-x4)))-exp((log(x6)*(x3/-17.195000))))-(log((x5/sqrt(x8)))+sin(log((11.744000*x0)))))),feynman_I_9_18,25,GP-GOMEA (original)
18,1769.31,141920,0.00259896,0.828065,0.00246506,0.834186,29,exp(((sqrt(((x4+x2)-(x3-x1)))-exp((log(x6)*(x3/-17.195000))))-(log((x5/sqrt(x8)))+sin(log((11.744000*x0)))))),feynman_I_9_18,25,GP-GOMEA (original)
19,1892.32,149400,0.00259896,0.828065,0.00246506,0.834186,29,exp(((sqrt(((x4+x2)-(x3-x1)))-exp((log(x6)*(x3/-17.195000))))-(log((x5/sqrt(x8)))+sin(log((11.744000*x0)))))),feynman_I_9_18,25,GP-GOMEA (original)
19,2016.36,156889,0.00259896,0.828065,0.00246506,0.834186,29,exp(((sqrt(((x4+x2)-(x3-x1)))-exp((log(x6)*(x3/-17.195000))))-(log((x5/sqrt(x8)))+sin(log((11.744000*x0)))))),feynman_I_9_18,25,GP-GOMEA (original)
20,2120.78,167487,0.00259896,0.828065,0.00246506,0.834186,29,exp(((sqrt(((x4+x2)-(x3-x1)))-exp((log(x6)*(x3/-17.195000))))-(log((x5/sqrt(x8)))+sin(log((11.744000*x0)))))),feynman_I_9_18,25,GP-GOMEA (original)
21,2247.04,174977,0.00259896,0.828065,0.00246506,0.834186,29,exp(((sqrt(((x4+x2)-(x3-x1)))-exp((log(x6)*(x3/-17.195000))))-(log((x5/sqrt(x8)))+sin(log((11.744000*x0)))))),feynman_I_9_18,25,GP-GOMEA (original)
22,2381.99,182818,0.00240618,0.840818,0.00229271,0.845779,33,exp(((sqrt(((x4+x2)-(x3-x1)))-(cos(log(x6))+((x1-x7)*(x8-x8))))-(log((x5/sqrt(x8)))+sin(log((11.744000*x0)))))),feynman_I_9_18,25,GP-GOMEA (original)
23,2515.63,190277,0.00239526,0.841541,0.00229699,0.845492,38,(cos(exp(sin(sin(sqrt(x4)))))/(sqrt(exp(exp(cos(x0))))/((((x1*x2)*cos(x7))/(log(x5)*sqrt(x3)))-(sin((x7/1.603000))*((x2/x8)/(x8*-7.811000)))))),feynman_I_9_18,25,GP-GOMEA (original)
24,2641.63,197421,0.00239526,0.841541,0.00229699,0.845492,38,(cos(exp(sin(sin(sqrt(x4)))))/(sqrt(exp(exp(cos(x0))))/((((x1*x2)*cos(x7))/(log(x5)*sqrt(x3)))-(sin((x7/1.603000))*((x2/x8)/(x8*-7.811000)))))),feynman_I_9_18,25,GP-GOMEA (original)
25,2770.38,204697,0.00215963,0.857129,0.00209759,0.858904,39,(cos(exp(sin(sin(sqrt(x4)))))/(sqrt(exp(exp(cos(x0))))/((((x1*x2)*cos(x7))/(log(x5)*sqrt(x3)))-(((x7/1.603000)-x6)*((x2/x8)/(x8*-7.811000)))))),feynman_I_9_18,25,GP-GOMEA (original)
26,2895.56,211771,0.00208143,0.862302,0.00202028,0.864104,39,(cos(exp(sin(sin(sqrt(x4)))))/(sqrt(exp(exp(cos(x0))))/((((x1*x2)*cos(x7))/(log(x5)*sqrt(x3)))-(((x7/x0)-x6)*((x2/x8)/(x8*-7.811000)))))),feynman_I_9_18,25,GP-GOMEA (original)
27,3018.98,218687,0.00208143,0.862302,0.00202028,0.864104,39,(cos(exp(sin(sin(sqrt(x4)))))/(sqrt(exp(exp(cos(x0))))/((((x1*x2)*cos(x7))/(log(x5)*sqrt(x3)))-(((x7/x0)-x6)*((x2/x8)/(x8*-7.811000)))))),feynman_I_9_18,25,GP-GOMEA (original)
28,3133.48,225218,0.00208143,0.862302,0.00202028,0.864104,39,(cos(exp(sin(sin(sqrt(x4)))))/(sqrt(exp(exp(cos(x0))))/((((x1*x2)*cos(x7))/(log(x5)*sqrt(x3)))-(((x7/x0)-x6)*((x2/x8)/(x8*-7.811000)))))),feynman_I_9_18,25,GP-GOMEA (original)
29,3251.24,231835,0.00208143,0.862302,0.00202028,0.864104,39,(cos(exp(sin(sin(sqrt(x4)))))/(sqrt(exp(exp(cos(x0))))/((((x1*x2)*cos(x7))/(log(x5)*sqrt(x3)))-(((x7/x0)-x6)*((x2/x8)/(x8*-7.811000)))))),feynman_I_9_18,25,GP-GOMEA (original)
29,3366.73,238321,0.00208143,0.862302,0.00202028,0.864104,39,(cos(exp(sin(sin(sqrt(x4)))))/(sqrt(exp(exp(cos(x0))))/((((x1*x2)*cos(x7))/(log(x5)*sqrt(x3)))-(((x7/x0)-x6)*((x2/x8)/(x8*-7.811000)))))),feynman_I_9_18,25,GP-GOMEA (original)
30,3474.09,249630,0.00208143,0.862302,0.00202028,0.864104,39,(cos(exp(sin(sin(sqrt(x4)))))/(sqrt(exp(exp(cos(x0))))/((((x1*x2)*cos(x7))/(log(x5)*sqrt(x3)))-(((x7/x0)-x6)*((x2/x8)/(x8*-7.811000)))))),feynman_I_9_18,25,GP-GOMEA (original)
31,3581.65,255927,0.00208143,0.862302,0.00202028,0.864104,39,(cos(exp(sin(sin(sqrt(x4)))))/(sqrt(exp(exp(cos(x0))))/((((x1*x2)*cos(x7))/(log(x5)*sqrt(x3)))-(((x7/x0)-x6)*((x2/x8)/(x8*-7.811000)))))),feynman_I_9_18,25,GP-GOMEA (original)
0,1.3272,128,0.042568,-1.81611,0.0419273,-1.88329,2,log(x0),feynman_I_9_18,0,GP-GOMEA (original)
1,68.0043,5911,0.0111653,0.261354,0.0105194,0.276593,32,((exp(cos((x6/(x2*x0))))+(((sin(x1)+x0)+log(log(x8)))*(sqrt(7.001000)/x7)))/(14.496000+sin(exp((exp(x6)/(6.382000-x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
2,119.235,11437,0.00989012,0.345714,0.00945814,0.349574,33,((exp(cos((x6/(x2*x0))))+(((sin(x1)+x0)+log((x2*x4)))*(sqrt(7.001000)/x7)))/(14.496000+sin(exp((exp(x6)/(6.382000-x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
3,176.518,17391,0.00543277,0.640592,0.00524668,0.639192,34,((((log(sin(x6))*(sqrt(x3)+exp(x8)))*sin(sqrt((x7*x3))))+(x0/x3))*sqrt((exp((log(x4)*x2))/((x5+(x3/x2))/x1)))),feynman_I_9_18,0,GP-GOMEA (original)
4,242.919,24204,0.00419243,0.722648,0.00397604,0.726572,33,((exp(cos(((x5-x4)/(x2*x0))))*(((x1+x0)+log(sqrt(x2)))*(sqrt(7.001000)/x7)))/(14.496000+sin(exp((exp(x6)/(6.382000-x6)))))),feynman_I_9_18,0,GP-GOMEA (original)
5,319.729,32062,0.00318096,0.789562,0.00294906,0.797196,35,((exp(cos(((x5-x1)/(x2*x0))))*(((sin(x1)+x6)+log((x1*x4)))*(sqrt(7.001000)/x7)))/(14.496000+sin(exp((exp(x8)/(6.382000-x4)))))),feynman_I_9_18,0,GP-GOMEA (original)
6,399.812,39699,0.00318096,0.789562,0.00294906,0.797196,35,((exp(cos(((x5-x1)/(x2*x0))))*(((sin(x1)+x6)+log((x1*x4)))*(sqrt(7.001000)/x7)))/(14.496000+sin(exp((exp(x8)/(6.382000-x4)))))),feynman_I_9_18,0,GP-GOMEA (original)
7,477.936,47301,0.00318096,0.789562,0.00294906,0.797196,35,((exp(cos(((x5-x1)/(x2*x0))))*(((sin(x1)+x6)+log((x1*x4)))*(sqrt(7.001000)/x7)))/(14.496000+sin(exp((exp(x8)/(6.382000-x4)))))),feynman_I_9_18,0,GP-GOMEA (original)
8,562.481,55195,0.00314738,0.791783,0.00291953,0.799227,35,((exp(cos(((x5-x1)/(x2*x0))))*(((sin(x1)+x6)+log((x1*x4)))*(sqrt(7.001000)/x7)))/(14.496000+sin(exp((exp(x8)/(6.382000-x2)))))),feynman_I_9_18,0,GP-GOMEA (original)
9,649.872,63130,0.00309794,0.795054,0.00287013,0.802625,35,((exp(cos(((x5-x1)/(x2*x0))))*(((sin(x8)+x6)+log((x1*x4)))*(sqrt(7.001000)/x7)))/(14.496000+sin(exp((exp(x8)/(6.382000-x2)))))),feynman_I_9_18,0,GP-GOMEA (original)
9,745.07,71733,0.0176765,-0.169396,0.0173949,-0.196225,3,cos(log(x5)),feynman_I_9_18,0,GP-GOMEA (original)
10,865.732,81950,0.0176765,-0.169396,0.0173949,-0.196225,3,cos(log(x5)),feynman_I_9_18,0,GP-GOMEA (original)
11,968.38,90860,0.00154096,0.898057,0.00138964,0.904436,40,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x8)*x5)/(sqrt(x7)+x2))))),feynman_I_9_18,0,GP-GOMEA (original)
12,1072.36,99450,0.00127955,0.915351,0.00114406,0.921324,40,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*x5)/(cos(x6)+x2))))),feynman_I_9_18,0,GP-GOMEA (original)
13,1189.21,108598,0.00123065,0.918586,0.00109821,0.924477,42,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x2))/log((x7*x2)))))),feynman_I_9_18,0,GP-GOMEA (original)
14,1311.61,117794,0.00121423,0.919672,0.00108766,0.925203,40,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*x5)/cos((x7-x5)))))),feynman_I_9_18,0,GP-GOMEA (original)
15,1423.67,126056,0.00119658,0.920839,0.00107861,0.925825,39,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*x5)/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
16,1535.38,134212,0.00119658,0.920839,0.00107861,0.925825,39,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*x5)/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
17,1639.55,141866,0.00119658,0.920839,0.00107861,0.925825,39,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*x5)/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
18,1745.38,149737,0.00119658,0.920839,0.00107861,0.925825,39,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*x5)/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
19,1848.34,157484,0.00119658,0.920839,0.00107861,0.925825,39,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*x5)/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
