generation,total_time_seconds,evaluations,mse_train,r2_train,mse_test,r2_test,size,structure,problem,run,version
19,1763.32,157484,0.00119658,0.920839,0.00119439,0.923031,39,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*x5)/exp(cos(x1)))))),feynman_I_9_18,3,GP-GOMEA (original)
19,1860.52,164866,0.0011821,0.921797,0.00118043,0.923931,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,3,GP-GOMEA (original)
20,1966.17,176269,0.0011821,0.921797,0.00118043,0.923931,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,3,GP-GOMEA (original)
21,2064.32,183672,0.0011821,0.921797,0.00118043,0.923931,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,3,GP-GOMEA (original)
22,2166.85,191194,0.0011821,0.921797,0.00118043,0.923931,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,3,GP-GOMEA (original)
23,2265.28,198240,0.0011821,0.921797,0.00118043,0.923931,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,3,GP-GOMEA (original)
24,2360.84,205289,0.0011821,0.921797,0.00118043,0.923931,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,3,GP-GOMEA (original)
25,2449.11,211700,0.0011821,0.921797,0.00118043,0.923931,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,3,GP-GOMEA (original)
26,2536.47,218062,0.0011821,0.921797,0.00118043,0.923931,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,3,GP-GOMEA (original)
27,2625.94,224531,0.0011821,0.921797,0.00118043,0.923931,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,3,GP-GOMEA (original)
28,2713.08,230812,0.0011821,0.921797,0.00118043,0.923931,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,3,GP-GOMEA (original)
29,2801.08,237093,0.0011821,0.921797,0.00118043,0.923931,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,3,GP-GOMEA (original)
29,2895.62,243720,0.0011821,0.921797,0.00118043,0.923931,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,3,GP-GOMEA (original)
30,3003.5,255092,0.0011821,0.921797,0.00118043,0.923931,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,3,GP-GOMEA (original)
31,3098.61,261708,0.0011821,0.921797,0.00118043,0.923931,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,3,GP-GOMEA (original)
32,3184.27,267579,0.0011821,0.921797,0.00118043,0.923931,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,3,GP-GOMEA (original)
33,3279.72,274269,0.0011821,0.921797,0.00118043,0.923931,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,3,GP-GOMEA (original)
34,3373.25,280693,0.0011821,0.921797,0.00118043,0.923931,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,3,GP-GOMEA (original)
35,3461.16,286746,0.0011821,0.921797,0.00118043,0.923931,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,3,GP-GOMEA (original)
36,3548.59,292765,0.0011821,0.921797,0.00118043,0.923931,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,3,GP-GOMEA (original)
0,1.36687,128,0.042568,-1.81611,0.0421953,-1.70451,2,log(x0),feynman_I_9_18,4,GP-GOMEA (original)
1,63.4713,5911,0.0111653,0.261354,0.0115873,0.257309,32,((exp(cos((x6/(x2*x0))))+(((sin(x1)+x0)+log(log(x8)))*(sqrt(7.001000)/x7)))/(14.496000+sin(exp((exp(x6)/(6.382000-x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
2,112.824,11437,0.00989012,0.345714,0.0101441,0.349811,33,((exp(cos((x6/(x2*x0))))+(((sin(x1)+x0)+log((x2*x4)))*(sqrt(7.001000)/x7)))/(14.496000+sin(exp((exp(x6)/(6.382000-x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
3,168.011,17391,0.00543277,0.640592,0.00550459,0.647182,34,((((log(sin(x6))*(sqrt(x3)+exp(x8)))*sin(sqrt((x7*x3))))+(x0/x3))*sqrt((exp((log(x4)*x2))/((x5+(x3/x2))/x1)))),feynman_I_9_18,4,GP-GOMEA (original)
4,227.824,24204,0.00419243,0.722648,0.00426248,0.726796,33,((exp(cos(((x5-x4)/(x2*x0))))*(((x1+x0)+log(sqrt(x2)))*(sqrt(7.001000)/x7)))/(14.496000+sin(exp((exp(x6)/(6.382000-x6)))))),feynman_I_9_18,4,GP-GOMEA (original)
5,299.758,32062,0.00318096,0.789562,0.00329835,0.788591,35,((exp(cos(((x5-x1)/(x2*x0))))*(((sin(x1)+x6)+log((x1*x4)))*(sqrt(7.001000)/x7)))/(14.496000+sin(exp((exp(x8)/(6.382000-x4)))))),feynman_I_9_18,4,GP-GOMEA (original)
6,370.589,39699,0.00318096,0.789562,0.00329835,0.788591,35,((exp(cos(((x5-x1)/(x2*x0))))*(((sin(x1)+x6)+log((x1*x4)))*(sqrt(7.001000)/x7)))/(14.496000+sin(exp((exp(x8)/(6.382000-x4)))))),feynman_I_9_18,4,GP-GOMEA (original)
7,444.499,47301,0.00318096,0.789562,0.00329835,0.788591,35,((exp(cos(((x5-x1)/(x2*x0))))*(((sin(x1)+x6)+log((x1*x4)))*(sqrt(7.001000)/x7)))/(14.496000+sin(exp((exp(x8)/(6.382000-x4)))))),feynman_I_9_18,4,GP-GOMEA (original)
8,525.46,55195,0.00314738,0.791783,0.00325579,0.791319,35,((exp(cos(((x5-x1)/(x2*x0))))*(((sin(x1)+x6)+log((x1*x4)))*(sqrt(7.001000)/x7)))/(14.496000+sin(exp((exp(x8)/(6.382000-x2)))))),feynman_I_9_18,4,GP-GOMEA (original)
9,605.779,63130,0.00309794,0.795054,0.00320169,0.794787,35,((exp(cos(((x5-x1)/(x2*x0))))*(((sin(x8)+x6)+log((x1*x4)))*(sqrt(7.001000)/x7)))/(14.496000+sin(exp((exp(x8)/(6.382000-x2)))))),feynman_I_9_18,4,GP-GOMEA (original)
9,697.227,71733,0.0176765,-0.169396,0.0184499,-0.18255,3,cos(log(x5)),feynman_I_9_18,4,GP-GOMEA (original)
10,813.489,81950,0.0176765,-0.169396,0.0184499,-0.18255,3,cos(log(x5)),feynman_I_9_18,4,GP-GOMEA (original)
11,912.357,90860,0.00154096,0.898057,0.00157227,0.899225,40,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x8)*x5)/(sqrt(x7)+x2))))),feynman_I_9_18,4,GP-GOMEA (original)
12,1012.63,99450,0.00127955,0.915351,0.00129684,0.916879,40,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*x5)/(cos(x6)+x2))))),feynman_I_9_18,4,GP-GOMEA (original)
13,1125.48,108598,0.00123065,0.918586,0.00124911,0.919938,42,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x2))/log((x7*x2)))))),feynman_I_9_18,4,GP-GOMEA (original)
14,1244.04,117794,0.00121423,0.919672,0.00122644,0.921391,40,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*x5)/cos((x7-x5)))))),feynman_I_9_18,4,GP-GOMEA (original)
15,1353.02,126056,0.00119658,0.920839,0.00120172,0.922976,39,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*x5)/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
16,1461.37,134212,0.00119658,0.920839,0.00120172,0.922976,39,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*x5)/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
17,1562.73,141866,0.00119658,0.920839,0.00120172,0.922976,39,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*x5)/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
18,1665.95,149737,0.00119658,0.920839,0.00120172,0.922976,39,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*x5)/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
19,1766.48,157484,0.00119658,0.920839,0.00120172,0.922976,39,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*x5)/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
19,1863.85,164866,0.0011821,0.921797,0.0011907,0.923682,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
20,1969.71,176269,0.0011821,0.921797,0.0011907,0.923682,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
21,2068.1,183672,0.0011821,0.921797,0.0011907,0.923682,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
22,2170.73,191194,0.0011821,0.921797,0.0011907,0.923682,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
23,2269.91,198240,0.0011821,0.921797,0.0011907,0.923682,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
24,2365.61,205289,0.0011821,0.921797,0.0011907,0.923682,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
25,2454.69,211700,0.0011821,0.921797,0.0011907,0.923682,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
26,2542.15,218062,0.0011821,0.921797,0.0011907,0.923682,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
27,2632.1,224531,0.0011821,0.921797,0.0011907,0.923682,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
28,2719.4,230812,0.0011821,0.921797,0.0011907,0.923682,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
29,2808.19,237093,0.0011821,0.921797,0.0011907,0.923682,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
29,2902.99,243720,0.0011821,0.921797,0.0011907,0.923682,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
30,3010.9,255092,0.0011821,0.921797,0.0011907,0.923682,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
31,3106.16,261708,0.0011821,0.921797,0.0011907,0.923682,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
32,3191.5,267579,0.0011821,0.921797,0.0011907,0.923682,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
33,3287.11,274269,0.0011821,0.921797,0.0011907,0.923682,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
34,3380.77,280693,0.0011821,0.921797,0.0011907,0.923682,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
35,3468.8,286746,0.0011821,0.921797,0.0011907,0.923682,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
36,3556.34,292765,0.0011821,0.921797,0.0011907,0.923682,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,4,GP-GOMEA (original)
0,1.26344,128,0.0739845,-3.89448,0.0722944,-3.69654,25,exp(((exp(exp(sin(x3)))/sin(sqrt((-18.507000-x0))))/sqrt(((log(x0)-(x8+x3))*(cos(x6)-log(10.180000)))))),feynman_I_9_18,9,GP-GOMEA (original)
1,60.3553,5725,0.0104192,0.310714,0.0108431,0.295585,19,exp(((sin(x0)/sin(((-18.507000-x0)-(x3-x3))))/sqrt(cos(log((x7/x1)))))),feynman_I_9_18,9,GP-GOMEA (original)
2,113.183,11257,0.00908817,0.398767,0.00878179,0.429499,14,sqrt(((cos((x0*x1))*sin((cos(x2)-sin(-17.876000))))/x5)),feynman_I_9_18,9,GP-GOMEA (original)
3,166.644,17166,0.00855873,0.433793,0.00861167,0.440551,32,(cos(sqrt((log((x2+7.193000))-log(log(x8)))))*(((cos(sin(x5))+x2)*x1)-sin(((log(x3)*x5)/((x6+x2)*(x4*x0)))))),feynman_I_9_18,9,GP-GOMEA (original)
4,222.436,23308,0.00619364,0.590257,0.00670389,0.564487,17,exp((log(x0)-(sqrt(sqrt((x6+-5.548000)))*sqrt(((x2-x3)+log(x1)))))),feynman_I_9_18,9,GP-GOMEA (original)
5,283.456,30071,0.00616087,0.592424,0.00622217,0.595782,17,exp((log(x0)-(sqrt(sqrt((x6+-5.548000)))*sqrt(((x2-x5)+log(x1)))))),feynman_I_9_18,9,GP-GOMEA (original)
6,349.116,37201,0.00615668,0.592702,0.00641605,0.583187,17,exp((log(x0)-(sqrt(sqrt((x6+-5.548000)))*sqrt(((x2-x7)+log(x1)))))),feynman_I_9_18,9,GP-GOMEA (original)
7,416.24,44449,0.0057896,0.616986,0.0061841,0.598255,17,exp((log(x0)-(sqrt(log((x5+x5)))*sqrt(((x2-x3)+log(x1)))))),feynman_I_9_18,9,GP-GOMEA (original)
8,487.043,52008,0.0038517,0.745189,0.00395727,0.74292,23,(((x2/x5)*sqrt(sqrt(x0)))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x6))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
9,555.672,59376,0.0037031,0.75502,0.00384682,0.750095,23,(((x2/x5)*sqrt(sqrt(x0)))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x0))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
9,619.498,66677,0.0231901,-0.534151,0.0226712,-0.472816,5,((x4*x7)/14.828000),feynman_I_9_18,9,GP-GOMEA (original)
10,734.148,76833,0.0231901,-0.534151,0.0226712,-0.472816,5,((x4*x7)/14.828000),feynman_I_9_18,9,GP-GOMEA (original)
11,796.836,83983,0.0035688,0.763904,0.00369013,0.760274,26,(((x2/x5)*sqrt(sqrt(exp((x0/x7)))))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x0))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
12,859.588,91071,0.00340659,0.774636,0.00351199,0.771847,26,(((x2/x5)*sqrt(sqrt(exp((x8/x7)))))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x0))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
13,923.252,98230,0.00340659,0.774636,0.00351199,0.771847,26,(((x2/x5)*sqrt(sqrt(exp((x8/x7)))))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x0))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
14,990.788,105817,0.00340659,0.774636,0.00351199,0.771847,26,(((x2/x5)*sqrt(sqrt(exp((x8/x7)))))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x0))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
15,1057.45,113151,0.00340659,0.774636,0.00351199,0.771847,26,(((x2/x5)*sqrt(sqrt(exp((x8/x7)))))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x0))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
16,1125.66,120413,0.00312482,0.793276,0.00314654,0.795588,26,(((x2/x5)*sqrt(sqrt(exp((x8/2.271000)))))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x0))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
17,1198.03,127944,0.00312482,0.793276,0.00314654,0.795588,26,(((x2/x5)*sqrt(sqrt(exp((x8/2.271000)))))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x0))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
18,1268.72,135149,0.00312482,0.793276,0.00314654,0.795588,26,(((x2/x5)*sqrt(sqrt(exp((x8/2.271000)))))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x0))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
19,1338.25,142304,0.0024423,0.838428,0.00252275,0.836111,29,(((x2/x5)*sqrt(sqrt(((x8/2.271000)-(x8*x4)))))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x0))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
19,1405.81,149213,0.0024423,0.838428,0.00252275,0.836111,29,(((x2/x5)*sqrt(sqrt(((x8/2.271000)-(x8*x4)))))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x0))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
20,1509.17,159909,0.0024423,0.838428,0.00252275,0.836111,29,(((x2/x5)*sqrt(sqrt(((x8/2.271000)-(x8*x4)))))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x0))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
21,1578.4,166814,0.00242394,0.839643,0.00248966,0.838261,29,(((x2/x5)*sqrt(sqrt(((x8/2.271000)-(x8*x4)))))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x4))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
22,1652.08,173954,0.00189555,0.874599,0.00189079,0.877166,31,(((x2/x5)*(sqrt(((x0/2.271000)+(x8*x4)))*sin(-18.048000)))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x0))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
23,1728.72,181195,0.00188217,0.875484,0.00184815,0.879936,31,(((x2/x5)*(sqrt(((x6/2.271000)+(x8*x4)))*sin(-18.048000)))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x0))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
24,1805.93,188395,0.00188217,0.875484,0.00184815,0.879936,31,(((x2/x5)*(sqrt(((x6/2.271000)+(x8*x4)))*sin(-18.048000)))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x0))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
25,1882.37,195438,0.00188217,0.875484,0.00184815,0.879936,31,(((x2/x5)*(sqrt(((x6/2.271000)+(x8*x4)))*sin(-18.048000)))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x0))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
26,1961.24,202692,0.00173648,0.885122,0.00173353,0.887383,31,(((x2/x5)*(sqrt(((x6/x5)+(x8*x4)))*sin(-18.048000)))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x0))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
27,2036.49,209656,0.00172807,0.885679,0.00171201,0.888781,31,(((x2/x5)*(sqrt(((x6/x5)+(x8*x4)))*sin(-18.048000)))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x4))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
28,2110.54,216439,0.00172807,0.885679,0.00171201,0.888781,31,(((x2/x5)*(sqrt(((x6/x5)+(x8*x4)))*sin(-18.048000)))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x4))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
29,2190.63,223821,0.00172269,0.886034,0.00173736,0.887134,31,(((x2/x5)*(sqrt(((x0/x5)+(x8*x4)))*sin(-18.048000)))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x0))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
29,2268.9,230980,0.00172269,0.886034,0.00173736,0.887134,31,(((x2/x5)*(sqrt(((x0/x5)+(x8*x4)))*sin(-18.048000)))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x0))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
30,2378.16,242085,0.00172269,0.886034,0.00173736,0.887134,31,(((x2/x5)*(sqrt(((x0/x5)+(x8*x4)))*sin(-18.048000)))*sin((sqrt(((x1*x1)/(x3-x6)))/(exp(sin(x0))/x0)))),feynman_I_9_18,9,GP-GOMEA (original)
