alg_name,max_evals,time_seconds,problem_name,run,linear_scaling,sympy_expr,r2_train,r2_test
"Mixed",100000,0.9100821018218994,"1028_SWD",0,False,"(((x2/3.291552240482173) - -3.6892668058467852) - sin(sin(sin(x9))))",0.29870096419826686,0.26183815149445033
"Mixed",100000,1.041496753692627,"1028_SWD",1,False,"((sin((x9/4.450514428361407)) * x2) + 2.6907980778233407)",0.2696229333360153,0.08505307817131624
"Mixed",500000,1.3732681274414062,"1028_SWD",0,False,"((sin((2.62063771813048/x7)) + ((x9 + x2)/2.868991443359268)) + 1.4348431175742216)",0.3302143278265883,0.19399676013435585
"Mixed",100000,1.3191430568695068,"1028_SWD",2,False,"(((x2 + (x9 * x5))/((x5 + 2.2653417497553754) + sin(x8))) + 2.5398518256874314)",0.30748851933623567,0.3369641803122717
"Mixed",500000,1.6765458583831787,"1028_SWD",1,False,"(((sin(x2)/(x2/x9))/(sin(x4) - (x9 + 0.7564796380014815))) + ((sin(x5)/3.632294397177349) - -3.8338134444705534))",0.2679448388929203,0.21070255104219704
"Mixed",100000,2.207181930541992,"1028_SWD",2,True,"1.86966 + (0.156127 * (((((x0 + x4) + (x3 + x8)) - ((1.0104643527247992/x2) + (x0 - x7))) - (((x3 + x3)/(x1 * x5)) - (x2 + (x9 + x6))))))",0.417074788726718,0.42216936154246576
"Mixed",100000,2.3374767303466797,"1028_SWD",0,True,"2.03008 + (0.214775 * (((((x7 + x9) + x8) - sin((x1 + x5))) + (x2 + ((x6 - 3.144923080342644)/(x4 * x4))))))",0.43053663919832397,0.32789624520660166
"Mixed",100000,2.3231921195983887,"1028_SWD",1,True,"2.08983 + (0.0848188 * ((((x4 + (x6 + x1)) + (x8 + x2)) - (((x9 - x4)/(x8/x3)) - ((x7 + x2) * x9)))))",0.43462237826787,0.27898368610704727
"Mixed",100000,1.4226276874542236,"1028_SWD",3,False,"(4.1528628868253215 + sin(((x2 + -2.768544621504416)/x2)))",0.26937887243787273,0.22060503097266404
"Mixed",500000,2.0785000324249268,"1028_SWD",2,False,"((((4.429974415021261 - x6) + x6) - (sin(x9)/x4)) - (((1.60586816862068/x7)/(x2 * x8))/x2))",0.3329686821293262,0.3165250828349351
"Mixed",500000,1.4600038528442383,"1028_SWD",3,False,"((x2 + (4.2414703643584675 + (x9 + 3.0183054157217537)))/2.9558647999728036)",0.28144372064615497,0.26089917618473224
"Mixed",100000,2.544602155685425,"1028_SWD",3,True,"1.80726 + (-0.154686 * (((sin((x5 * x6)) + ((-3.5667522891248264 - x8) - x7)) + (((2.968411327768191/x2) - x9) - ((x1/4.754617984965592) + (x2 + x4))))))",0.4149138984649412,0.39584824960510523
"Mixed",100000,1.625448226928711,"1028_SWD",4,False,"((((x2 * x9) + sin(x2))/((3.379465438368242/x4) + (x9 + 1.9224146484163296))) - -2.9093639603318158)",0.33129650010937217,0.3379540011762291
"Mixed",500000,4.058542966842651,"1028_SWD",1,True,"1.59926 + (-0.158411 * (((((x9/x2) - (x7 + x1)) - (sin(x2) - (x6 - x2))) - (x4 + ((x8 + x5) + (x6 * x9))))))",0.4355958491445193,0.3142211963896031
"Mixed",500000,1.7509822845458984,"1028_SWD",4,False,"(((x4/(4.800104842105278/x9))/2.398937216903194) + (((-4.081752519105462 + x2)/(2.298842392024052 + x1)) - -3.7198393108241397))",0.3334999829616525,0.34973544403727874
"Mixed",100000,1.7235429286956787,"1028_SWD",5,False,"((sin(sin(x4)) + ((x2 + x5)/(x4 + x5))) + x4)",0.2729089750085417,0.28328111781926846
"Mixed",100000,2.7127366065979004,"1028_SWD",4,True,"2.35041 + (-0.0626857 * ((((sin(x9) - (x2 * 3.5631597399818693)) - ((x6 * x1) + sin(x2))) - (((x7 * x5) + (x9 * x3)) + ((x8 * x4) - (x3/x2))))))",0.40373256734092267,0.42222762010007275
"Mixed",500000,1.2661550045013428,"1028_SWD",5,False,"(sin((x2/2.4548816241179527)) + (1.7270178652439439/sin(2.547925880575642)))",0.2163095426103122,0.19309458945213187
"Mixed",100000,0.9363131523132324,"1028_SWD",6,False,"(((x2 + sin(x1))/x1) + x1)",0.18408463951746734,0.1589870428806015
"Mixed",500000,6.120182037353516,"1028_SWD",0,True,"1.96491 + (0.175248 * (((sin((3.299012510936662/x2)) + (sin(x5) * (x6 + x4))) - (((3.0385453137070284/x7) - (x9 + x2)) + ((1.678212945692531/x1) - (x8 - -2.4520839066416196))))))",0.44521086541874255,0.3441036819375983
"Mixed",100000,2.4703080654144287,"1028_SWD",5,True,"1.9754 + (-0.118557 * (((((x3 * -0.4853698669815304) - (x1 + x4)) - ((x2 + x7) + sin(x2))) - (((x6 + -4.204328460252648) + (x2 * x9)) + (sin(x2) + x8)))))",0.42600660695397297,0.3625749833279238
"Mixed",100000,1.2256808280944824,"1028_SWD",7,False,"(4.17561047048035 - ((2.3494330320147236/(x4 + x2))/x2))",0.2704342834453761,0.2631018049664898
"Mixed",500000,5.93829607963562,"1028_SWD",2,True,"2.71709 + (-0.106108 * (((sin((x5 * x6)) - (x8 - (4.609679042999098/x2))) - (((x0 + x1) + (x4 + x7)) + ((x9 * x2) - x2)))))",0.4138813105544309,0.4363459168648619
"Mixed",500000,4.0688581466674805,"1028_SWD",4,True,"2.29646 + (-0.202827 * (((sin((x1 + x7)) - ((x3 + x2) + x5)) - (((x8 + x9) - (x3/x6)) - (sin(x9) + (x9/x4))))))",0.405445894021622,0.3843710223982979
"Mixed",500000,0.8865821361541748,"1028_SWD",7,False,"((x5 - ((x2 + x5)/x2)) + 4.144339076163685)",0.13986441894882362,0.2708000000306323
"Mixed",100000,2.411065101623535,"1028_SWD",6,True,"2.00579 + (0.105015 * ((((x0 + (x7 + x6)) + (x1 + (x4 + x8))) + ((x3/(x0 + x0)) + ((x2 * x9) - (1.5057697610020482/x2))))))",0.4048794939546101,0.4207472877969747
"Mixed",500000,2.5869638919830322,"1028_SWD",6,False,"((((x9/x8) + x8) + sin(sin(x5))) - ((sin(x7) + (x9 - x2))/((x2 + x4) * sin(x5))))",0.24081379619673293,0.2784815746498539
"Mixed",500000,5.471029043197632,"1028_SWD",3,True,"2.21383 + (0.136165 * (((sin((-2.7372999862451874/x2)) * (sin(x8) - (x9 + x9))) - ((sin(x3) - (x4 + x8)) - ((x2 + x7) - (1.315794640945338 - x2))))))",0.4159832723779271,0.3798623605892826
"Mixed",100000,1.107712984085083,"1028_SWD",8,False,"(((sin(x8) + x1)/((x0 - x2) - (x0 * x1))) + 4.5613861464406655)",0.3018530877671244,0.2421990493447682
"Mixed",100000,2.322629928588867,"1028_SWD",7,True,"2.83429 + (0.0909635 * ((((x4 - sin(x6)) + ((x1 + x2) + (x8 * x9))) + (((x6 + x7) - (4.731803970084184/x2)) + (-3.1934688135006706/(x4 * x2))))))",0.41675652568307964,0.39042840407100743
"Mixed",500000,3.7496070861816406,"1028_SWD",6,True,"1.85972 + (0.103619 * (((((x6 + x4) + (x7 + x5)) + x2) + (((x2 + x1) + (x8 * x9)) - sin((x2 + x2))))))",0.40827825906309234,0.4251534683189522
"Mixed",100000,1.5099809169769287,"1028_SWD",9,False,"(sin((x7/(-2.716972207747405 * x9))) + (((-4.85201829877533/x2)/(x7 + x4)) - -4.926408800383049))",0.3103917087221747,0.3728693385766684
