status,evaluations,generation,total_time_seconds,alg_time_seconds,eval_time_seconds,current_population_size,current_population_generation,dataset,kernel,population_size,num_observations,num_features,branching_factor,depth,operator_set,fold,iteration,seed,var_y,seed,discrete,discrete_active,continuous,continuous_active,subtrees,expressions,mse_train,objectives,constraint_value
Running,1024,0,0.022970832,0.018355362,0.00461547,1024,1,modular_1,single_kernel_inplace,1024,666,9,2,4,modular,0,0,3324115916,4.1594454033974815,3324115916,"[17,12,15,18,16,18,19,17,12,12,13,15,14,14,15,1,4,8,3,11,7,7,1,5,10,0,1,11,1,9,6,12,16,19,19,18,17,13,16,14,18,13,12,12,20,17,8,9,6,6,1,0,0,5,5,11,0,3,7,4,10,2,12,16,21,16,12,14,17,20,18,13,20,19,19,16,20,6,10,9,3,6,6,0,5,2,6,3,5,1,4,10,9,15,17,18,13,17,20,16,18,17,13,10,16,16,18,13,1,6,2,6,0,2,8,0,3,7,5,8,1,8,6,9]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0]","[-2.22716,1.64711,2.29836,-2.09678,-0.702151,0.117302,-3.43171,2.17306,0.466788,1.0347,-4.12524,-4.70727,-1.78646,-4.39547,-5.76447,-0.340294,3.99357,2.80578,-2.40414,-2.67018,-5.18292,0.986143,5.34004,-2.16747,4.9332,-3.03761,-2.69826,1.36416,-0.850415,0.796687,-4.79876,2.83347,3.66498,3.79742,0.832324,-4.23422,-0.913068,-2.18497,1.00722,-4.87148,5.49167,-1.83298,-5.16486,0.201053,1.97701,-3.46442,4.35798,-3.3526,3.13936,5.87244,5.97649,2.24597,-4.78116,-2.431,2.36158,5.28195,5.09926,5.56457,-1.84125,-0.91195,-3.01151,5.76176,1.92825,3.94243,-0.15254,-5.32782,-2.74702,2.01963,-4.14189,0.585976,-3.40148,2.51627,-4.7324,-5.609,4.89208,-0.390987,-2.9002,-2.45652,-4.00637,-5.86136,0.209616,-1.84142,3.95436,1.69169,3.01496,-3.10433,1.77928,0.166149,0.237929,-5.87495,-0.808868,2.15793,0.21007,3.01742,5.94406,4.44621,-3.93044,3.02331,-2.94353,-0.775727,0.160561,5.55863,0.0750425,-1.22665,-0.784904,4.60728,4.2125,2.31247,3.54302,0.391698,3.04384,2.91667,3.84792,0.345268,-0.574086,-3.21113,3.20324,-0.0141616,5.46589,2.37006,-4.23583,4.24771,1.2467,5.67501]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","Subtree
└─ 0 (V = 20, inactive): Op[5] (arity = 1)
       └─ 1 (V = 15, inactive): Op[0] (arity = 2)
              └─ 3 (V = 21, inactive): Op[6] (arity = 1)
                     └─ 7 (V = 20, inactive): Op[5] (arity = 1)
                            └─ 15 (V = 1, inactive): Input[1]
                            └─ 16 (V = 4, inactive): Input[4]
                     └─ 8 (V = 15, inactive): Op[0] (arity = 2)
                            └─ 17 (V = 8, inactive): Input[8]
                            └─ 18 (V = 3, inactive): Input[3]
              └─ 4 (V = 19, inactive): Op[4] (arity = 1)
                     └─ 9 (V = 15, inactive): Op[0] (arity = 2)
                            └─ 19 (V = 11, inactive): Arg[1]
                            └─ 20 (V = 7, inactive): Input[7]
                     └─ 10 (V = 16, inactive): Op[1] (arity = 2)
                            └─ 21 (V = 7, inactive): Input[7]
                            └─ 22 (V = 1, inactive): Input[1]
       └─ 2 (V = 18, inactive): Op[3] (arity = 2)
              └─ 5 (V = 21, inactive): Op[6] (arity = 1)
                     └─ 11 (V = 18, inactive): Op[3] (arity = 2)
                            └─ 23 (V = 5, inactive): Input[5]
                            └─ 24 (V = 10, inactive): Arg[0]
                     └─ 12 (V = 17, inactive): Op[2] (arity = 2)
                            └─ 25 (V = 0, inactive): Input[0]
                            └─ 26 (V = 1, inactive): Input[1]
              └─ 6 (V = 22, inactive): Op[7] (arity = 1)
                     └─ 13 (V = 17, inactive): Op[2] (arity = 2)
                            └─ 27 (V = 11, inactive): Arg[1]
                            └─ 28 (V = 1, inactive): Input[1]
                     └─ 14 (V = 18, inactive): Op[3] (arity = 2)
                            └─ 29 (V = 9, inactive): Constant[0] -> 0.796687
                            └─ 30 (V = 6, inactive): Input[6]
Subtree
└─ 31 (V = 12, inactive): Fn[0] -> node 0
       └─ 32 (V = 18, inactive): Op[3] (arity = 2)
              └─ 34 (V = 21, inactive): Op[6] (arity = 1)
                     └─ 38 (V = 18, inactive): Op[3] (arity = 2)
                            └─ 46 (V = 8, inactive): Input[8]
                            └─ 47 (V = 9, inactive): Constant[0] -> -3.3526
                     └─ 39 (V = 16, inactive): Op[1] (arity = 2)
                            └─ 48 (V = 6, inactive): Input[6]
                            └─ 49 (V = 6, inactive): Input[6]
              └─ 35 (V = 20, inactive): Op[5] (arity = 1)
                     └─ 40 (V = 20, inactive): Op[5] (arity = 1)
                            └─ 50 (V = 1, inactive): Input[1]
                            └─ 51 (V = 0, inactive): Input[0]
                     └─ 41 (V = 15, inactive): Op[0] (arity = 2)
                            └─ 52 (V = 0, inactive): Input[0]
                            └─ 53 (V = 5, inactive): Input[5]
       └─ 33 (V = 21, inactive): Op[6] (arity = 1)
              └─ 36 (V = 19, inactive): Op[4] (arity = 1)
                     └─ 42 (V = 12, inactive): Fn[0] -> node 0
                            └─ 54 (V = 5, inactive): Input[5]
                            └─ 55 (V = 11, inactive): Arg[1]
                     └─ 43 (V = 12, inactive): Fn[0] -> node 0
                            └─ 56 (V = 0, inactive): Input[0]
                            └─ 57 (V = 3, inactive): Input[3]
              └─ 37 (V = 15, inactive): Op[0] (arity = 2)
                     └─ 44 (V = 22, inactive): Op[7] (arity = 1)
                            └─ 58 (V = 7, inactive): Input[7]
                            └─ 59 (V = 4, inactive): Input[4]
                     └─ 45 (V = 19, inactive): Op[4] (arity = 1)
                            └─ 60 (V = 10, inactive): Arg[0]
                            └─ 61 (V = 2, inactive): Input[2]
Subtree
└─ 62 (V = 12, inactive): Fn[0] -> node 0
       └─ 63 (V = 17, inactive): Op[2] (arity = 2)
              └─ 65 (V = 17, inactive): Op[2] (arity = 2)
                     └─ 69 (V = 21, inactive): Op[6] (arity = 1)
                            └─ 77 (V = 6, inactive): Input[6]
                            └─ 78 (V = 10, inactive): Arg[0]
                     └─ 70 (V = 19, inactive): Op[4] (arity = 1)
                            └─ 79 (V = 9, inactive): Constant[0] -> -5.86136
                            └─ 80 (V = 3, inactive): Input[3]
              └─ 66 (V = 12, inactive): Fn[0] -> node 0
                     └─ 71 (V = 13, inactive): Fn[1] -> node 31
                            └─ 81 (V = 6, inactive): Input[6]
                            └─ 82 (V = 6, inactive): Input[6]
                     └─ 72 (V = 21, inactive): Op[6] (arity = 1)
                            └─ 83 (V = 0, inactive): Input[0]
                            └─ 84 (V = 5, inactive): Input[5]
       └─ 64 (V = 22, inactive): Op[7] (arity = 1)
              └─ 67 (V = 15, inactive): Op[0] (arity = 2)
                     └─ 73 (V = 20, inactive): Op[5] (arity = 1)
                            └─ 85 (V = 2, inactive): Input[2]
                            └─ 86 (V = 6, inactive): Input[6]
                     └─ 74 (V = 20, inactive): Op[5] (arity = 1)
                            └─ 87 (V = 3, inactive): Input[3]
                            └─ 88 (V = 5, inactive): Input[5]
              └─ 68 (V = 18, inactive): Op[3] (arity = 2)
                     └─ 75 (V = 17, inactive): Op[2] (arity = 2)
                            └─ 89 (V = 1, inactive): Input[1]
                            └─ 90 (V = 4, inactive): Input[4]
                     └─ 76 (V = 21, inactive): Op[6] (arity = 1)
                            └─ 91 (V = 10, inactive): Arg[0]
                            └─ 92 (V = 9, inactive): Constant[0] -> 0.21007
Output
└─ 93 (V = 17, active): Op[2] (arity = 2)
       └─ 94 (V = 19, active): Op[4] (arity = 1)
              └─ 96 (V = 15, active): Op[0] (arity = 2)
                     └─ 100 (V = 20, active): Op[5] (arity = 1)
                            └─ 108 (V = 1, active): Input[1]
                            └─ 109 (V = 6, inactive): Input[6]
                     └─ 101 (V = 19, active): Op[4] (arity = 1)
                            └─ 110 (V = 2, active): Input[2]
                            └─ 111 (V = 6, inactive): Input[6]
              └─ 97 (V = 19, inactive): Op[4] (arity = 1)
                     └─ 102 (V = 15, inactive): Op[0] (arity = 2)
                            └─ 112 (V = 0, inactive): Input[0]
                            └─ 113 (V = 2, inactive): Input[2]
                     └─ 103 (V = 12, inactive): Fn[0] -> node 0
                            └─ 114 (V = 8, inactive): Input[8]
                            └─ 115 (V = 0, inactive): Input[0]
       └─ 95 (V = 20, active): Op[5] (arity = 1)
              └─ 98 (V = 22, active): Op[7] (arity = 1)
                     └─ 104 (V = 18, active): Op[3] (arity = 2)
                            └─ 116 (V = 3, active): Input[3]
                            └─ 117 (V = 7, active): Input[7]
                     └─ 105 (V = 18, inactive): Op[3] (arity = 2)
                            └─ 118 (V = 5, inactive): Input[5]
                            └─ 119 (V = 8, inactive): Input[8]
              └─ 99 (V = 18, inactive): Op[3] (arity = 2)
                     └─ 106 (V = 20, inactive): Op[5] (arity = 1)
                            └─ 120 (V = 1, inactive): Input[1]
                            └─ 121 (V = 8, inactive): Input[8]
                     └─ 107 (V = 15, inactive): Op[0] (arity = 2)
                            └─ 122 (V = 6, inactive): Input[6]
                            └─ 123 (V = 9, inactive): Constant[0] -> 5.67501
","(sin((cos(x1) + sin(x2))) * cos(sqrt((x3 / x7))))",3.89934,"[3.89934]",0
Running,2113,0,0.047843456000000006,0.03557065,0.012272806,1024,1,modular_1,single_kernel_inplace,1024,666,9,2,4,modular,0,0,3324115916,4.1594454033974815,3324115916,"[11,17,0,9,17,1,15,12,1,16,13,0,9,4,3,6,6,2,6,6,3,7,6,0,5,6,1,11,2,3,3,0,10,17,0,15,19,1,16,17,15,19,20,0,3,17,9,8,6,6,11,4,1,7,9,4,2,5,6,2,2,1,20,18,8,11,9,19,16,4,12,1,2,20,9,1,15,7,0,4,3,2,8,8,6,2,7,3,8,9,10,11,11,17,13,13,5,11,13,14,0,5,3,19,16,1,7,7,1,3,7,9,7,8,0,4,7,4,7,9,2,1,1,9]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[1.71173,3.48516,-1.8909,-2.74057,-6.08614,0.246741,-2.30489,-3.68751,1.7466,-0.379757,-3.28119,-0.976831,4.68319,3.33014,3.04386,-2.9643,-4.20781,1.78114,-4.32627,-2.98798,5.46301,3.22202,-2.63223,4.87983,-0.570286,-4.80125,2.08951,0.2375,-3.16725,-3.11925,2.81122,-1.06147,3.75315,-4.94098,-5.56615,1.36664,5.86291,-0.863508,1.86858,-1.21946,4.57054,6.02761,-3.11798,1.57055,2.7209,0.935062,-4.29549,-0.623045,0.948571,5.96344,-2.3427,1.89043,1.6652,5.26657,-4.80671,0.237682,2.48737,3.59711,2.19466,-5.82282,-0.216981,0.152222,-4.97217,2.72791,5.68356,2.93957,0.703119,1.16996,-1.28514,-5.82813,-5.09619,3.22112,0.972543,2.91678,4.83623,-0.650833,1.84976,4.74046,-2.29069,-2.52074,0.730016,1.07276,4.98226,-4.88358,-5.57618,3.16307,-0.812884,2.98472,1.06355,-2.53796,0.159266,4.70821,-0.460981,-5.35013,-0.164434,-0.157911,3.00331,4.58526,5.36822,-3.02021,1.45191,-1.79712,1.94225,-0.509145,-3.32194,0.892988,0.0790447,4.54228,-2.4525,0.548041,-3.13066,-0.261578,-2.66084,1.22441,3.44774,2.09529,3.77003,-6.00967,-1.75499,3.42241,-5.59936,-0.0887591,-1.89924,-4.48101]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","Subtree
└─ 0 (V = 11, inactive): Arg[1]
       └─ 1 (V = 20, inactive): Op[5] (arity = 1)
              └─ 3 (V = 9, inactive): Constant[0] -> -2.74057
                     └─ 7 (V = 15, inactive): Op[0] (arity = 2)
                            └─ 15 (V = 6, inactive): Input[6]
                            └─ 16 (V = 6, inactive): Input[6]
                     └─ 8 (V = 1, inactive): Input[1]
                            └─ 17 (V = 2, inactive): Input[2]
                            └─ 18 (V = 6, inactive): Input[6]
              └─ 4 (V = 20, inactive): Op[5] (arity = 1)
                     └─ 9 (V = 19, inactive): Op[4] (arity = 1)
                            └─ 19 (V = 6, inactive): Input[6]
                            └─ 20 (V = 3, inactive): Input[3]
                     └─ 10 (V = 16, inactive): Op[1] (arity = 2)
                            └─ 21 (V = 7, inactive): Input[7]
                            └─ 22 (V = 6, inactive): Input[6]
       └─ 2 (V = 0, inactive): Input[0]
              └─ 5 (V = 1, inactive): Input[1]
                     └─ 11 (V = 0, inactive): Input[0]
                            └─ 23 (V = 0, inactive): Input[0]
                            └─ 24 (V = 5, inactive): Input[5]
                     └─ 12 (V = 9, inactive): Constant[0] -> 4.68319
                            └─ 25 (V = 6, inactive): Input[6]
                            └─ 26 (V = 1, inactive): Input[1]
              └─ 6 (V = 18, inactive): Op[3] (arity = 2)
                     └─ 13 (V = 4, inactive): Input[4]
                            └─ 27 (V = 11, inactive): Arg[1]
                            └─ 28 (V = 2, inactive): Input[2]
                     └─ 14 (V = 3, inactive): Input[3]
                            └─ 29 (V = 3, inactive): Input[3]
                            └─ 30 (V = 3, inactive): Input[3]
Subtree
└─ 31 (V = 0, active): Input[0]
       └─ 32 (V = 10, inactive): Arg[0]
              └─ 34 (V = 0, inactive): Input[0]
                     └─ 38 (V = 18, inactive): Op[3] (arity = 2)
                            └─ 46 (V = 9, inactive): Constant[0] -> -4.29549
                            └─ 47 (V = 8, inactive): Input[8]
                     └─ 39 (V = 19, inactive): Op[4] (arity = 1)
                            └─ 48 (V = 6, inactive): Input[6]
                            └─ 49 (V = 6, inactive): Input[6]
              └─ 35 (V = 17, inactive): Op[2] (arity = 2)
                     └─ 40 (V = 17, inactive): Op[2] (arity = 2)
                            └─ 50 (V = 11, inactive): Arg[1]
                            └─ 51 (V = 4, inactive): Input[4]
                     └─ 41 (V = 21, inactive): Op[6] (arity = 1)
                            └─ 52 (V = 1, inactive): Input[1]
                            └─ 53 (V = 7, inactive): Input[7]
       └─ 33 (V = 19, inactive): Op[4] (arity = 1)
              └─ 36 (V = 21, inactive): Op[6] (arity = 1)
                     └─ 42 (V = 22, inactive): Op[7] (arity = 1)
                            └─ 54 (V = 9, inactive): Constant[0] -> -4.80671
                            └─ 55 (V = 4, inactive): Input[4]
                     └─ 43 (V = 0, inactive): Input[0]
                            └─ 56 (V = 2, inactive): Input[2]
                            └─ 57 (V = 5, inactive): Input[5]
              └─ 37 (V = 1, inactive): Input[1]
                     └─ 44 (V = 3, inactive): Input[3]
                            └─ 58 (V = 6, inactive): Input[6]
                            └─ 59 (V = 2, inactive): Input[2]
                     └─ 45 (V = 19, inactive): Op[4] (arity = 1)
                            └─ 60 (V = 2, inactive): Input[2]
                            └─ 61 (V = 1, inactive): Input[1]
Subtree
└─ 62 (V = 21, inactive): Op[6] (arity = 1)
       └─ 63 (V = 19, inactive): Op[4] (arity = 1)
              └─ 65 (V = 11, inactive): Arg[1]
                     └─ 69 (V = 4, inactive): Input[4]
                            └─ 77 (V = 7, inactive): Input[7]
                            └─ 78 (V = 0, inactive): Input[0]
                     └─ 70 (V = 12, inactive): Fn[0] -> node 0
                            └─ 79 (V = 4, inactive): Input[4]
                            └─ 80 (V = 3, inactive): Input[3]
              └─ 66 (V = 9, inactive): Constant[0] -> 0.703119
                     └─ 71 (V = 1, inactive): Input[1]
                            └─ 81 (V = 2, inactive): Input[2]
                            └─ 82 (V = 8, inactive): Input[8]
                     └─ 72 (V = 2, inactive): Input[2]
                            └─ 83 (V = 8, inactive): Input[8]
                            └─ 84 (V = 6, inactive): Input[6]
       └─ 64 (V = 8, inactive): Input[8]
              └─ 67 (V = 20, inactive): Op[5] (arity = 1)
                     └─ 73 (V = 21, inactive): Op[6] (arity = 1)
                            └─ 85 (V = 2, inactive): Input[2]
                            └─ 86 (V = 7, inactive): Input[7]
                     └─ 74 (V = 9, inactive): Constant[0] -> 4.83623
                            └─ 87 (V = 3, inactive): Input[3]
                            └─ 88 (V = 8, inactive): Input[8]
              └─ 68 (V = 17, inactive): Op[2] (arity = 2)
                     └─ 75 (V = 1, inactive): Input[1]
                            └─ 89 (V = 9, inactive): Constant[0] -> -2.53796
                            └─ 90 (V = 10, inactive): Arg[0]
                     └─ 76 (V = 16, inactive): Op[1] (arity = 2)
                            └─ 91 (V = 11, inactive): Arg[1]
                            └─ 92 (V = 11, inactive): Arg[1]
Output
└─ 93 (V = 19, active): Op[4] (arity = 1)
       └─ 94 (V = 15, active): Op[0] (arity = 2)
              └─ 96 (V = 5, active): Input[5]
                     └─ 100 (V = 0, inactive): Input[0]
                            └─ 108 (V = 1, inactive): Input[1]
                            └─ 109 (V = 3, inactive): Input[3]
                     └─ 101 (V = 5, inactive): Input[5]
                            └─ 110 (V = 7, inactive): Input[7]
                            └─ 111 (V = 9, inactive): Constant[0] -> -0.261578
              └─ 97 (V = 13, active): Fn[1] -> node 31
                     └─ 102 (V = 3, inactive): Input[3]
                            └─ 112 (V = 7, inactive): Input[7]
                            └─ 113 (V = 8, inactive): Input[8]
                     └─ 103 (V = 21, inactive): Op[6] (arity = 1)
                            └─ 114 (V = 0, inactive): Input[0]
                            └─ 115 (V = 4, inactive): Input[4]
       └─ 95 (V = 15, inactive): Op[0] (arity = 2)
              └─ 98 (V = 15, inactive): Op[0] (arity = 2)
                     └─ 104 (V = 18, inactive): Op[3] (arity = 2)
                            └─ 116 (V = 7, inactive): Input[7]
                            └─ 117 (V = 4, inactive): Input[4]
                     └─ 105 (V = 1, inactive): Input[1]
                            └─ 118 (V = 7, inactive): Input[7]
                            └─ 119 (V = 9, inactive): Constant[0] -> 3.42241
              └─ 99 (V = 16, inactive): Op[1] (arity = 2)
                     └─ 106 (V = 7, inactive): Input[7]
                            └─ 120 (V = 2, inactive): Input[2]
                            └─ 121 (V = 1, inactive): Input[1]
                     └─ 107 (V = 7, inactive): Input[7]
                            └─ 122 (V = 1, inactive): Input[1]
                            └─ 123 (V = 9, inactive): Constant[0] -> -4.48101
","sin((x5 + x0))",3.6447,"[3.6447]",0
