total_time_seconds,expression,mse,evaluations,dataset,fold,num_observations,num_features,population_size,operator_set,template_depth,iteration,seed,old_mse,mse_val,var_y_val
600.0013656530064,'x4**cos(sqrt(x5) + sqrt(x5 + x6)) - 388.478*cos(log(1.14832e-20/x3))/sqrt(0.0949861*x0 + 0.0949861*x3)',8.847942741684276,26785408,9,0,384,7,128,paper,4,0,3324115916,8.847920417785645,9.7531734523364,44.4359693877551
600.0019284549635,'(x5 - 27.3243)**2*sin(x1 + exp(2*x1))*cos(cos(x5))/(x0*x1) - 388.478*cos(log(x5**2))/sqrt(x0)',10.408823910145252,26713088,9,1,384,7,128,paper,4,0,2811363264,10.055861473083496,6.1687235974323,43.733112244897946
600.0016723601148,'43.6379928588867 - log(25.5535**x1*exp(2*sin(43.4137*x5))/((-x6 + sin(sin(x0)))**2*sin(x1)**2*cos(sqrt(x5))**8))',14.024563345869115,26315776,9,2,384,7,128,paper,4,0,1884968544,14.024757385253906,20.182332992397143,65.46061224489797
600.0001477058977,'sqrt(x1 + 29.2199*x1/cos(253.358/log(x1)) - 0.0682017*x3/sqrt(x6) + 10.7978*x5 - 11.0769157409668)',16.42749295979169,26746752,9,3,384,7,128,paper,4,0,1859786275,16.427326202392578,26.624402678140306,95.62836734693876
600.0025832590181,'(x0 - 33.3919)/(-x5 - sin(x6**2) - 21.0454*cos(x1**2) + 43.1505966186523) + exp(exp(sin(sqrt(sqrt(x0) - x1) + sin(x1)))) + 21.0454',12.5569864457321,27062528,9,5,384,7,128,paper,4,0,369133708,12.557001113891602,30.8395123062332,41.03678571428571
600.0026119239628,'-2*x1 - log(0.00502339*log(x1 - log(log(x0 + sqrt(log(x0)))**2))**2/cos(0.922632*sqrt(x5))**2) + 30.4894409179688',12.484192126375245,26853760,9,4,384,7,128,paper,4,0,3687649985,12.484197616577148,6.090077366597804,47.259591836734685
600.001015852904,'x5 + log((x1 - 2.93401)**2*exp(-sqrt(x3))) + sin(x1**2) + sin((x5 + 7.95726)**2) + cos(sqrt(x3)/(x6 - 6.47726))',9.435153044398888,26668032,9,6,384,7,128,paper,4,0,2995172877,9.434885025024414,6.890533042848591,60.70882653061225
600.002731702989,'(sin(log(5.07958*x3)) - sin(sin(0.188329*x5/log(log(x0)) - 0.188329*log(333437.0**sin(sin(sin(x1**14.7927)))))) + 5.30986)**2',65.72594244458658,27008768,9,7,384,7,128,paper,4,0,865305066,8.668105125427246,48.6331141265782,50.27836734693877
600.0006917060819,'-2*x1 + x6 + exp(exp(-sin(12.2871*log(x5)))) + exp(exp(-sin(sin(12.959300994873*exp(24.0404281616211/x0))))) + sin(x6) + 25.3373146057129',11.82229755895436,26884352,9,8,384,7,128,paper,4,0,404488628,11.823492050170898,20.974091942955972,102.83325443786981
600.0007515090983,'33.1297*sqrt(x5/x0) + sin(5.75584*sqrt(x5)) + sin(7.12612*sqrt(x5)) + sin(log(x5**2)**2) + 0.560663',10.892636441908811,26694656,9,9,384,7,128,paper,4,0,2261209995,10.892629623413086,5.970965832437785,57.220828402366855
