total_time_seconds,expression,mse,dataset,fold,num_observations,num_features,population_size,operator_set,template_depth,iteration,seed
60.00126698799431,'(x6 - cos(x0))/sin(sqrt(x5)) + log(log(cos(log(cos(sqrt(x1))**2))**2)**2) + 0.775535*cos(log(x3)) + 22.7782',16.450244903564453,9,1,384,7,128,paper,4,0,2811363264
60.00326494197361,'-4.26703*(x1 - 10.4483)/cos(x3**0.231354)',23.46974754333496,9,0,384,7,128,paper,4,0,3324115916
60.000828051008284,'1.49638*(x1 - 10.4483)/(cos(log(x5))*cos(cos(log(x3 - exp(x1))))*cos(cos(log(x3 - x4**2 - 2*x5))))',12.581993103027344,9,2,384,7,128,paper,4,0,1884968544
60.00065690896008,'x5**(1/4) + sqrt(x5) + x6 + sqrt(-sqrt(x0) + x5) + cos(sqrt(x5))**2 + 19.9403*cos(log(x3)) + 3.39261',14.059791564941406,9,3,384,7,128,paper,4,0,1859786275
60.0005526880268,'171.82650013854/(log(x4)*log((0.000948331*x0 + 0.0437124)*(x0 + (x3 + 46.094)/log(18.0302505493164 - x1))/x4))',18.90957260131836,9,4,384,7,128,paper,4,0,3687649985
60.0002804340329,'x5**(0.736783*(exp(x1)*exp(cos(x0 - x1))*exp(cos(x1 - x6)))**(0.00376782*x1*cos(x1 - 22.8338851928711)))',15.738277435302734,9,5,384,7,128,paper,4,0,369133708
60.00131669500843,'3*x6 + exp(x5**(1/4)) + 3*sin(exp(sqrt(x1))) + cos(31.7226*x5)',20.22594451904297,9,6,384,7,128,paper,4,0,2995172877
60.002049574046396,'-2*x1 + x6**2 + log(-26.0679*sin(0.0452506*x5)) + sin(sqrt(x1)) + 2*sin(x6) + sin(x5/x1) + 27.1313',20.544410705566406,9,7,384,7,128,paper,4,0,865305066
60.001138151972555,'(x5 - (1.9273 - log(sqrt(x0*x3)))**2 - log(sqrt(x0)) - cos(sqrt(x0)) - cos(x0) - cos(exp(sqrt(x0))))/sqrt(x1)',13.775861740112305,9,8,384,7,128,paper,4,0,404488628
60.002104017999955,'-sqrt(x0) + x6 - 2*sin(exp(x1)) - cos(exp(sqrt(x0))) - cos(log(x5 - 35.5024)**2) + 36.048',16.15245819091797,9,9,384,7,128,paper,4,0,2261209995
60.000274771940894,'x5 - sqrt(-2*x0 - 2*x1**2 + x3 - x4 + 4*x5 - 2*x6 - exp(x6))',11.172927856445312,9,10,384,7,128,paper,4,0,4190266092
60.0029438539641,'-x1*cos(sqrt(x6)) - 5*sin(x1) - cos(x0) - 2*cos(x1) + 23.9087753295898',20.74245834350586,9,11,384,7,128,paper,4,0,3160032368
60.002773901913315,'29.8592*cos(sin(x5*sqrt(x4/(x3*sqrt(x4/log(log(x0 - 53.8692))))) - sqrt(x4**(1/4)*log(x0*x4))))',15.65151596069336,9,12,384,7,128,paper,4,0,3269070126
60.00068962399382,'-x1/x6**2 + sqrt(x4) + 0.313872*x5 + cos(0.385776*x5) + 2*cos(x1 + 21.001)',17.43564224243164,9,13,384,7,128,paper,4,0,3081541439
60.00166398100555,'x4 + x6 + sqrt((((0.906288 + 4.42208099365234/x5)**x5 + 0.906288)**(-x5))**(1/4)/(x1/x5 + 0.906288)**x5)*exp(x6/8)',19.898292541503906,9,14,384,7,128,paper,4,0,3376120482
60.00177709502168,'2*x6 + (-sin(x1) - cos(x1) + 1.92646408081055)**2 - exp(sin(x0)) - exp(sin(x1**2)) + sin((18.0274505615234 - x5)**2) + 16.5925',17.779590606689453,9,15,384,7,128,paper,4,0,2204291346
60.00225955503993,'-log(x5**sin(x1)) - log(x5**sin(0.368469*x5)) - sin(x1**4) - cos(x0) + 25.6979217529297 - log(x0)/x6',13.059356689453125,9,16,384,7,128,paper,4,0,550243861
60.00208884489257,'log(x5*exp(-4*x0/(x3*cos(x1) + (x5 - 16.8563)**2 - exp(x6**2)))/sin(x1*sin(12.3935*x1))**2)**2',15.984755516052246,9,17,384,7,128,paper,4,0,3606691181
60.001376841100864,'sqrt(-sqrt(x3)*x4 + x4*x5 + 43.3897*x6 - 2*sin(x0) + 86.7794 - 27.0395278930664/(sin(x1) + 0.611661))',14.310317993164062,9,18,384,7,128,paper,4,0,1934392872
60.000910880975425,'-sqrt(x0) + 2*x6 + log(x4) + 3*cos(5.52045*sqrt(x5)) + 31.4591751098633',14.805936813354492,9,19,384,7,128,paper,4,0,2148995112
60.000093003036454,'(-x0 - 21.9207*x1 + 12.5965*x5 + (x1**2*x5 + x4**2)**cos(log(x0) - log(x5)) - 20.355504989624)**0.454332',13.387418746948242,9,20,384,7,128,paper,4,0,1592565386
60.00008239108138,'-2*x1 + 0.025484*x5*x6 - cos(exp(exp(x1/2))) - 2*cos(exp(2*sqrt(log(x5)))) + 31.3387908935547',15.525068283081055,9,21,384,7,128,paper,4,0,784044718
60.00041959597729,'(x5**2/Abs(3*x4 - Abs(-x3 + x4 + 1.90509*x5)))**(0.0557938*sqrt(x3)) + 11.9115',8.67851448059082,9,22,384,7,128,paper,4,0,3980425317
60.00185985607095,'exp(2*cos(6.59447*x5)) + exp(2*cos(x1*sqrt(exp(cos(6.6607*log(log(x3)**0.966067)))))) + 16.6181',18.05062484741211,9,23,384,7,128,paper,4,0,3356806661
60.00022299098782,'-x1*(-x3 + 3*x5)*exp(cos(x6))*sin(log(x3))/(2*x4**2 - x5**2 + 1987.95) + 30.197395324707',19.718090057373047,9,25,384,7,128,paper,4,0,1728356533
60.00271127396263,'sqrt(log(9.13515*exp(x1))) + cos(x6**cos(cos(x6)) + exp(x1)) + (26.7704*sqrt(x5) + 26.7704*cos(2*sqrt(x5)))**2/x3',8.369298934936523,9,24,384,7,128,paper,4,0,2765379632
60.000509868958034,'sqrt(log(x5))*log(x5**3*x6*(-x1 + sqrt(x5))**2*(2*x1 + x5 - 45.6564)**2*sin(sin(x1))**2/x0**2)',15.365716934204102,9,26,384,7,128,paper,4,0,3533734220
60.00051429099403,'(-sin((8.16391*x5 + 339.165)/x0) + cos(x5) + 24.9942)*cos(log(1029.07**cos(x5**2) + x3 + 26.6218)) + 26.6218',16.05428123474121,9,28,384,7,128,paper,4,0,1904449481
60.00178628205322,'5.00927*sqrt((-x5 - sin(0.163031*x5) + sin((18.8137 + 46.3254928588867/x5)**2) + sin((x5 + 17.9711)**2) + 17.9710540771484)**2/x0)',10.861186981201172,9,27,384,7,128,paper,4,0,2342600226
60.002146938000806,'-sqrt(x0) + x5 + exp(5.98108**cos((x3 + 1135.41)**(1/4))) - 46.3337707519531 + 42.9279403686523/log(x4**4)',11.164188385009766,9,29,384,7,128,paper,4,0,1934709049
60.00236326199956,'0.353873*x5*(0.0274798*x3 + (x4**2 + (3*x0 + (1324.26**sin(0.0274798*x3) + x3**sin(x4) + 3*exp(x1) - 38.633)**sin(x5 + 379.733))**sin(sin(sin(x6**(x3/x5))) - 11.0669))**sin(0.367645*x5 + sin(sin(sin(x5 + (14966.4**sin(x0) + 379.733**sin(x4) + 44.3132)**0.242139 + sin(sin(sin(sin(sin(sin(x6**(x0/x5)))))))))) - 9.458) + 2189.27)/x3',5.6864423751831055,9,0,384,7,128,paper,6,0,3324115916
60.0015243049711,'x1*cos(355.757*cos(28.5509376525879/x1)) + exp(cos(355.757*cos(cos(cos(x5)) + 1.87726*cos(355.757*cos(126563.0*x1/cos(cos(6.12131*cos(355.757*cos(x1*cos(355.757*cos(cos(x5)))/cos(cos(355.757*cos(28.5509376525879/x1))))))))) + 26.2756))**2)*cos(355.757*cos(0.364047*x1/cos(cos(355.757*cos(3.06808**(x6/2)))))) + 2*cos(34.3*(x5 + 11.2024)**(1/4)) + 27.2376',15.5723295211792,9,1,384,7,128,paper,6,0,2811363264
60.00066429504659,'-x1 - 3*sin(x1) - sin(0.361763*x5) - sin(0.357474*x5 - 43.3593) - sin(0.357474*x5 + 19.6909) - cos(sqrt(x0)) - cos(x0) - cos(x1) - cos(x6) - cos(3*sin(x1) + 3*sin(x6) + sin(log(sin(x6)) - 29.8775787353516) - sin(sin(x6) - sin(-5.99928*x5 + sin(x6) + cos(x1)) + 1.8441047668457) - sin(-6.06489*log(x0) + sin(x6) + sin(sin(x1)) + sin(sin(sin(sin(x6)))) + cos(x6) - 38.6662) + cos(x1) - 74.094612121582) - cos(log(x0)) + 29.042350769043',10.226390838623047,9,2,384,7,128,paper,6,0,1884968544
60.00191396800801,'x4 + 2*x6 + sin(x0 - 8.1651) - sin(5.92853*x5 - 41.7415) - sin(5.92853*x5 - 41.5869) - sin(5.92853*x5 - sin(sin(x6)) + 40.4706) + sin(37.9704*x5 + sin(2*x1) + 3.63681) + sin(-5.92853*log(x4) + sin(x1 - 40.4706) + 3.34364) - sin(5.92853*log(x4) - sin(x1 - 21.7466) + 40.4706) + 5*sin(log(x3**2)) + 5.98793',9.81103801727295,9,4,384,7,128,paper,6,0,3687649985
60.00101100897882,'x5/log(x5) + log(85273.7/x0**2) + log(39.7271270751953/x0) + log((log(1067.34921914578/x4**4) + log(0.0143811513511807/x5) + log(cos(292.017/log(x5))**2/x3) + sin(1799.22/log(x5)) + cos(x5) + 17.0885 + (-0.0220675*x5**2 + 0.271589*x5 + log(x4**4) + log(log(cos(0.0220675*x5**2)**4)**4) + cos(log(x0)) + 2*x3/x0)**2/x0)**2/x0) + cos(x0/x5) + x4**2/x0 + x5**2/(x0*log(log(sin(sin(x0))**2) + x3/x0)**2)',8.013956069946289,9,3,384,7,128,paper,6,0,1859786275
60.00264836801216,'x4 + sqrt(sqrt((-x6 + cos(x5) + 28.4588)**x6) + log(((x1**2 + sqrt(x6) + log((log(exp(sin(sqrt(x5)))**(1/4)) + sin(sqrt(x5)))**4)**8 + log((log(sqrt(exp(sin(sin(sqrt(exp(sin(sqrt(x5)))))/log(x1))))) + sin(x1**2))**4)**8 + log((sin(x1**2) + 0.250702)**4)**8 + sin(sqrt(exp(sin(sqrt(x5))))) - 60.4334)**2 - sin(28.4588 - 0.999737*exp(-sin(sqrt(x5)))) - 30.9169)**2))',23.906911849975586,9,5,384,7,128,paper,6,0,369133708
60.00194506801199,'-x1 + x4 + x6 + sqrt(-x0/x1 - 5*x1 - 11*x4 + x5 + x5/cos(cos(0.109629*x5)) + 2*x5/cos(x5/x0) + 2*x6 + cos(x5) + cos(x0 + 46.5468) + cos(x0 + sqrt(x5)) + cos(x1 + sqrt(x5)) + cos(sqrt(x5) + x5**2) + cos(exp(cos(0.171945*x5))) + cos(exp(cos(x5/x1))) - 5.81581) + 2*x5/x0',14.09895133972168,9,6,384,7,128,paper,6,0,2995172877
60.00223594997078,'5.76352*sqrt(exp(x6) + 3*cos(881.148*exp(x1)) + cos(0.00074443*exp(sqrt(x5))) + 2*cos(0.000424421*exp(sqrt(x5) + cos(cos(97524.0*exp(x1))))) + 2*cos(318.467*exp(x1 + x6 + cos(x1**2))) + 10.3883)',18.085588455200195,9,8,384,7,128,paper,6,0,404488628
60.00126104406081,'(sqrt(23.2745208740234 - sqrt(x1)) - sin((sqrt(23.2745208740234 - cos(cos((sqrt(23.2745208740234 - sqrt((cos(sin(sin(sqrt(x1) - cos((-x0 + cos(x0))**2)) + cos(cos(cos(-x0 + x6 + sqrt(x6 + log(x1) + cos(x1)) + log(x1) + log(x6 + log(x1))))**(-0.958977))))**cos(x0))**(cos(cos(cos(sin(x1 - cos(sin(x0)))))**(-11.8903)) - 2.5557))) + sin(sin(sqrt(x1) - cos(sin(x0 - 3.52939)**2))) + sin(sin(sqrt(x1) - cos(sin(x0 - sqrt(cos(x6**(1/4))**2))**2))))**2))**cos(x1)) + sin(sin(sqrt(x1) - 23.2745208740234)))**2))**2',19.230609893798828,9,7,384,7,128,paper,6,0,865305066
60.000222224975005,'38.5924987792969*exp(-0.0572491511655826*log(sqrt(exp(0.153528*sqrt(x3)))/x1)*log(log(sqrt(exp(0.153528*sqrt(x3)))/x1))*log(log(sqrt((x3*cos(x1) - 1.59913*x3*x6/x5 + exp(exp(x6)) + 0.208286)**4 - 0.999703)))*cos(0.0922369*x5) + 0.575142128271608*exp(x6)*cos(cos(log(sqrt(exp(0.153528*sqrt(x3)))/x1)))/(sqrt(x3)*sin(exp(x6))**2*sin(cos(x5/x3))))/(log(x1)*sin(log(0.076764*x5))**2)',10.386122703552246,9,9,384,7,128,paper,6,0,2261209995
60.00332178501412,'-0.20287*x1**2 + 0.016174*x6**4 + 0.0028981*(-2*x1 + 3*x4 + 2*x6**2 + x6 - sin(x6) - 42.2874)/(cos(x6)*cos(0.0341486*x1**2 + 7.54317)) + 4.41994*sin(2.18787*x1**2 + 0.187873*sqrt(x3) + 21.6918745312814) + 30.7425155639648',15.723281860351562,9,10,384,7,128,paper,6,0,4190266092
60.00029841600917,'sqrt(26.4028244018555 - x1) - (log(x0)**2)**cos(x1 - sqrt(sin(exp(sin((26.0053**cos((exp(sin(sin(exp(cos(x1 - 26.4028244018555))))*cos(sqrt(x5)))**(2*cos(sqrt(26.0052947998047 - x1) + 24.0158)))**cos(x1 - 26.4028244018555) - 26.0052947998047))**cos(26.0053**cos(x1 - cos(x1 - 26.0052947998047)) - sqrt(sin(sin(exp(sin(sin(sin(sin(sin(26.0053**cos((sin(sin(exp(sin(26.0053**cos(cos(sin(exp(sin(26.0053**cos(sin(sin(exp(cos(28.2225914001465/cos(x6)))))))))))))))**2)**cos(x1 - sqrt(sin(exp(sin(26.0053**cos(x1 - sin(exp(sin(26.0053**cos(x0**2 - x1)))))))))) - 26.0052947998047)))))))))))))))) + 24.0158',21.106252670288086,9,11,384,7,128,paper,6,0,3160032368
60.00271397700999,'29.9972*sqrt((0.322216*x0**2/(x6**3*(x5 - x6 - cos(0.0391203*x0) - 2*cos(0.104699*x0) - 2*cos(x0) - cos(0.104699*x5))**2*cos(sqrt(x6))**2))**(-0.119443*x0/(0.104699*x5 + cos(sqrt(cos(cos(cos(0.0114909*x0/(x6*cos(sqrt(x6))))))**(-2))*Abs(x6)*Abs(cos(x1))) + cos((0.322216*x0**2/(x6**2*(x5 - x6 - cos(x0) - cos(0.119443*x0/x6**(1/4)))**2))**(-0.119443*x0/((cos(sqrt(x6))**2)**x6 + 3.80051)**2)))**2))',16.889751434326172,9,12,384,7,128,paper,6,0,3269070126
60.002973890979774,'0.883621*x5**2/(0.53786**x1*exp(sin(sqrt(x0 - 24.0652)))/sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(sin(x1 + 24.4352))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))) + x1 + 10.3316)**2',10.690412521362305,9,13,384,7,128,paper,6,0,3081541439
60.000327183981426,'-x1/x6**2 - sin(x1)/cos(cos(23.480339050293 - x5/x1) - 37.826)**2 + 23.8247756958008 - (-x1*sin(x1)/cos(cos(sqrt(x0)) + 2.96445)**2 - x1 - log(sqrt(x0))**2 - log(sqrt(x4)) - sin(x0) - cos(x0) - cos(x5/x6 - sin(x5)) + 22.283203125 - (-x0/x1 + exp(x1/2) + 15.4803276062012/cos(log(sqrt(x0)) + sin(exp(exp(x1/2))))**2 + 15.4803276062012/(x6*cos(21.5550956726074/log(log(x3)))**2) - (-x5 + 22.283203125 + x5/x1)**2*sin(241.777*x5)**2/x1)*sin(x1)/x1)*sin(x1)/x1',9.137274742126465,9,14,384,7,128,paper,6,0,3376120482
60.000480961985886,'x4*exp(41.8450622558594/x0)*exp(2*exp(-128*cos(exp(2*cos(cos(exp(2*cos(cos(sqrt(x5))))))))/x0)*exp(-4*exp(-x1/2)*exp(-16*exp(-x1/2)*cos(exp(2*cos(sin(sqrt(x5)))))**8)*exp(-2*exp(32*cos(1027.04*x0**2)/x5)/(x4*sqrt(exp(sqrt(x4)*cos(exp(cos(sqrt(x4))**2) + cos(x0))))*cos(cos(sin(x0))/cos(x0)**2)))*cos(x0))*exp(-0.461055*cos(exp(2*cos(cos(sqrt(x5))))))*cos(sqrt(x4))**2/x4)',13.529541015625,9,15,384,7,128,paper,6,0,2204291346
60.00193445093464,'-cos(sqrt(x5)) - cos(x6) - cos(x0 + 5.53696) - cos(sqrt(x0 - cos(sqrt(exp(sqrt(x5)))) + 14.5344)) - cos(sqrt(exp(sqrt(exp(x1) - exp(sqrt(log(x5))) - cos(sqrt(x0)) - cos(sqrt(x0 + 5.53696)) - cos(exp(exp(x1/2))) + 0.998632)))) - 3*cos(exp(exp(x1/2))) - cos(exp(exp(sqrt(x5))**(1/8))) - 3*cos(exp(sqrt(log(x3)))) - 3*cos(exp(2*sqrt(log(x5)))) + 22.0434646606445',8.38129997253418,9,16,384,7,128,paper,6,0,550243861
60.00273250590544,'x6 + cos(x1 - 28.9582) + cos(x1 + 2006.43) + 2*cos(log(x5)**2 - 41.7492904663086)**2 + 2*cos(log(x5)**2 + 27.4853706359863)**4 + 14*cos(log(x3)) + cos(log(cos(log(x5)**2 - 41.7492904663086)**2)) + cos(log(cos(log(x5)**2 + 27.4853706359863)**2)) + 20.8293',9.212502479553223,9,17,384,7,128,paper,6,0,3606691181
60.00260103191249,'x4*log(log(x5*sin(sqrt(log(x3)))))*log(log(x5**2*log(x5*sin(sqrt(log(x3))))*log(log(log(0.327115*x5)))**2*sin(sqrt(log(x3)))**2*cos(log(log(x4*log(log(x0))*log(log(x4*log(log(x4*exp(x6))*log(log(0.258994*x4*exp(exp(x6))*log(log(x1))**2)))))*log(log(x4*x6*exp(cos(0.327115*x4)/2 + cos(0.413311*x5)/2 + cos(x5**2)/2 + cos(exp(exp(x6)))/2))))))))*log(log(11.7131*exp(x6)))',9.101787567138672,9,19,384,7,128,paper,6,0,2148995112
60.001490738010034,'14.0191/(cos(log(cos(sin(217.071*x1**2)))*sin(0.978182*x1**2/sin(exp(5.46971/log(x3)))**2))*cos(sin(0.408833*x1))*cos(sin((sin(exp(21.8788/log(x3)))**16)**0.015662*log(cos(sin(x1**2*cos(sin(x1*log(cos(sin(x1**2*sin(x5**2)**2)*sin(sin(1480.37*x1**2)**2)))))**2)))*sin(x5**2*sin(0.842773*x1)**2)*Abs(x1)**0.250592)))',12.177007675170898,9,18,384,7,128,paper,6,0,1934392872
